,,,,,,,,,,,,,,,,(単位：TEU）,,,,,,,,,,,,,,,,,
航路別,平成30年(2018年),,,平成29年(2017年),,,平成28年(2016年),,,平成27年(2015年),,,平成26年(2014年),,,航路別,,,,,,,,,,,,,,,,,
,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,,,,,,,,,,,,,,,,,,
合計,"536,826","382,957","153,869","547,581","393,791","153,790","484,137","355,338","128,799","479,654","364,618","115,036","504,657","375,260","129,397",合計,,,,,,,,,,,,,,,,,
実入,"279,092","147,136","131,956","292,236","160,901","131,335","248,701","137,709","110,992","227,874","127,838","100,036","254,713","141,180","113,533",実入,,,,,,,,,,,,,,,,,
空,"257,734","235,821","21,913","255,345","232,890","22,455","235,436","217,629","17,807","251,780","236,780","15,000","249,944","234,080","15,864",空,,,,,,,,,,,,,,,,,
定期航路計,"266,007","140,755","125,252","231,709","118,394","113,315","241,154","129,603","111,551","102,964","54,006","48,958","102,771","54,287","48,484",定期航路計,,,,,,,,,,,,,,,,,
実入,"212,970","107,997","104,973","188,407","94,326","94,081","198,443","104,226","94,217","93,432","54,006","39,426","93,304","54,287","39,017",実入,,,,,,,,,,,,,,,,,
空,"53,037","32,758","20,279","43,302","24,068","19,234","42,711","25,377","17,334","9,532",-,"9,532","9,467",-,"9,467",空,,,,,,,,,,,,,,,,,
北海道,"72,364","37,691","34,673","76,850","38,805","38,045","81,046","41,431","39,615","45,282","22,779","22,503","46,472","23,910","22,562",北海道,,,,,,,,,,,,,,,,,
実入,"69,749","36,622","33,127","73,221","37,913","35,308","80,479","40,869","39,610","45,282","22,779","22,503","46,472","23,910","22,562",実入,,,,,,,,,,,,,,,,,
空,"2,615","1,069","1,546","3,629",892,"2,737",567,562,5,-,-,-,-,-,-,空,,,,,,,,,,,,,,,,,
東北,"58,458","33,297","25,161","51,317","29,422","21,895","43,555","23,815","19,740",-,-,-,-,-,-,東北,,,,,,,,,,,,,,,,,
実入,"45,640","22,176","23,464","37,507","17,101","20,406","32,551","14,090","18,461",-,-,-,-,-,-,実入,,,,,,,,,,,,,,,,,
空,"12,818","11,121","1,697","13,810","12,321","1,489","11,004","9,725","1,279",-,-,-,-,-,-,空,,,,,,,,,,,,,,,,,
関東,"2,730","2,039",691,-,-,-,"27,506","17,837","9,669",-,-,-,-,-,-,関東,,,,,,,,,,,,,,,,,
実入,"2,005","1,595",410,-,-,-,"13,376","3,767","9,609",-,-,-,-,-,-,実入,,,,,,,,,,,,,,,,,
空,725,444,281,-,-,-,"14,130","14,070",60,-,-,-,-,-,-,空,,,,,,,,,,,,,,,,,
伊豆諸島,-,-,-,-,-,-,"5,063","4,119",944,-,-,-,-,-,-,伊豆諸島,,,,,,,,,,,,,,,,,
実入,-,-,-,-,-,-,"5,063","4,119",944,-,-,-,-,-,-,実入,,,,,,,,,,,,,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,空,,,,,,,,,,,,,,,,,
中部,"34,662","19,280","15,382","24,140","9,672","14,468","11,076","3,472","7,604",-,-,-,-,-,-,中部,,,,,,,,,,,,,,,,,
実入,"19,813","5,360","14,453","15,735","1,268","14,467","10,396","2,841","7,555",-,-,-,-,-,-,実入,,,,,,,,,,,,,,,,,
空,"14,849","13,920",929,"8,405","8,404",1,680,631,49,-,-,-,-,-,-,空,,,,,,,,,,,,,,,,,
近畿,"15,949","6,483","9,466","10,470","3,176","7,294",-,-,-,-,-,-,-,-,-,近畿,,,,,,,,,,,,,,,,,
実入,"9,822",719,"9,103","7,451",869,"6,582",-,-,-,-,-,-,-,-,-,実入,,,,,,,,,,,,,,,,,
空,"6,127","5,764",363,"3,019","2,307",712,-,-,-,-,-,-,-,-,-,空,,,,,,,,,,,,,,,,,
中国,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中国,,,,,,,,,,,,,,,,,
実入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,実入,,,,,,,,,,,,,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,空,,,,,,,,,,,,,,,,,
四国,-,-,-,-,-,-,319,187,132,-,-,-,-,-,-,四国,,,,,,,,,,,,,,,,,
実入,-,-,-,-,-,-,319,187,132,-,-,-,-,-,-,実入,,,,,,,,,,,,,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,空,,,,,,,,,,,,,,,,,
九州,"32,035","14,395","17,640","25,655","12,631","13,024","31,008","15,340","15,668","28,295","14,180","14,115","29,291","14,698","14,593",九州,,,,,,,,,,,,,,,,,
実入,"30,680","13,955","16,725","25,638","12,617","13,021","29,300","14,951","14,349","28,295","14,180","14,115","29,291","14,698","14,593",実入,,,,,,,,,,,,,,,,,
空,"1,355",440,915,17,14,3,"1,708",389,"1,319",-,-,-,-,-,-,空,,,,,,,,,,,,,,,,,
沖縄,"49,809","27,570","22,239","43,277","24,688","18,589","41,581","23,402","18,179","29,387","17,047","12,340","27,008","15,679","11,329",沖縄,,,,,,,,,,,,,,,,,
実入,"35,261","27,570","7,691","28,855","24,558","4,297","26,959","23,402","3,557","19,855","17,047","2,808","17,541","15,679","1,862",実入,,,,,,,,,,,,,,,,,
空,"14,548",-,"14,548","14,422",130,"14,292","14,622",-,"14,622","9,532",-,"9,532","9,467",-,"9,467",空,,,,,,,,,,,,,,,,,
不定期航路,"270,818","242,204","28,614","315,871","275,397","40,474","242,984","225,738","17,246","376,690","310,612","66,078","401,884","320,973","80,911",不定期航路,,,,,,,,,,,,,,,,,
実入,"66,123","39,141","26,982","103,827","66,575","37,252","50,261","33,486","16,775","134,442","73,832","60,610","161,406","86,893","74,513",実入,,,,,,,,,,,,,,,,,
空,"204,695","203,063","1,632","212,044","208,822","3,222","192,723","192,252",471,"242,248","236,780","5,468","240,478","234,080","6,398",空,,,,,,,,,,,,,,,,,
* 四捨五入しているので、合計の数字と内訳の数字が一致しない場合がある。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
