一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
206,渋谷区東３－１４,35.651119,139.709732,JGD2011,都道芝新宿王子線（明治通り）,c,2008-10-16,2008-10-17,4,4,5.0 ,2.0 ,67,62
208,渋谷区広尾５－８,35.648281,139.721222,JGD2011,都道古川橋二子玉川線（駒沢通り）,C,2008-10-27,2008-10-28,4,4,4.9,1.2,70,68
209,渋谷区富ヶ谷１－４８,35.667999,139.688919,JGD2011,都道赤坂杉並線（井の頭通り）,C,2008-10-27,2008-10-28,4,6,3.2,1.2,72,70
210,渋谷区本町１－５６,35.682873,139.683731,JGD2011,都道角筈和泉町線,B,2008-10-27,2008-10-28,4,2,4.5,1.2,68,68
211,渋谷区鉢山町９,35.651211,139.698013,JGD2011,都道環状６号線（旧山手通り）,A,2008-10-27,2008-10-28,4,4,3.7,1.2,69,69
212,中野区大和町１－１２－１,35.712120,139.653717,JGD2011,都道環状７号線（環７通り）,c,2008-11-25,2008-11-26,4,4,4.5,1.2,78,76
213,中野区江原町３－５－１,35.730515,139.675781,JGD2011,都道千代田練馬田無線（目白通り）,c,2008-11-18,2008-11-19,4,4,4.1,1.2,70,70
214,中野区本町４－１８－１２,35.697460,139.672272,JGD2011,都道東京所沢線（青梅街道）,c,2008-11-25,2008-11-26,4,4,4.2,1.2,70,69
215,中野区中野２－１７－４,35.702740,139.669250,JGD2011,都道神楽坂高円寺線（大久保通り）,c,2008-11-18,2008-11-19,4,2,1.9,1.2,67,66
216,中野区中野５－６８－７,35.709251,139.665131,JGD2011,都道鮫洲大山線（中野通り）,c,2008-11-25,2008-11-26,4,4,3.5,1.2,69,69
217,中野区弥生町４－２０,35.686672,139.671631,JGD2011,都道新宿国立線（方南通り）,c,2008-11-25,2008-11-26,4,2,4.5,1.2,64,61
218,中野区江古田４－３－４,35.724205,139.664993,JGD2011,都道落合井草線（新青梅街道）,c,2008-11-18,2008-11-19,4,2,3.1,1.2,69,68
219,中野区上鷺宮３－１７－４,35.734886,139.631210,JGD2011,都道椎名町上石神井線（千川通り）,c,2008-11-18,2008-11-19,4,2,2.7,1.2,70,68
220,中野区白鷺１－２７－４,35.720543,139.636673,JGD2011,都道瀬田貫井線（中杉通り）,c,2008-11-18,2008-11-19,4,2,1.2,1.2,65,63
221,中野区中野５－　４－７,35.709259,139.672073,JGD2011,都道飯田橋石神井新座線（早稲田通り）,c,2008-11-18,2008-11-19,4,2,3.0 ,1.2,70,69
222,中野区中央２－１８－２１,35.700222,139.682983,JGD2011,都道環状６号線（山手通り）,c,2008-11-18,2008-11-19,4,4,9.6,1.2,66,63
227,杉並区高円寺北２－１,35.705902,139.653915,JGD2011,都道環状７号線（環七通り,c,2009-02-24,2009-02-27,4,6,6.9,1.2,72,71
228,杉並区和田２－７,35.686996,139.656174,JGD2011,都道環状７号線（環七通り）,c,2009-02-03,2009-02-06,4,6,5.7,1.4,72,73
229,杉並区和泉１－２１,35.674351,139.659515,JGD2011,都道環状７号線（環七通り）,c,2008-05-20,2008-05-23,4,6,2.8,1.5,71,69
230,杉並区桃井１－３９,35.713997,139.614243,JGD2011,都道環状８号線（環八通り）,b,2008-07-01,2008-07-04,4,4,3.7,1.3,74,72
231,杉並区荻窪５－１０,35.701599,139.617706,JGD2011,都道環状８号線（環八通り）,c,2008-06-03,2008-06-06,4,4,2.8,1.2,73,71
232,杉並区高井戸西１－５,35.680756,139.613739,JGD2011,都道環状８号線（環八通り）,b,2008-06-24,2008-06-27,4,4,3.6,1.3,74,75
234,杉並区高井戸東２－３,35.677635,139.615311,JGD2011,都道新宿国立線（放射５号線）,b,2008-09-16,2008-09-19,4,6,4.5,1.2,70,69
235,杉並区上高井戸２－１６,35.679134,139.606979,JGD2011,都道新宿国立線（放射５号線）,b,2008-09-30,2008-10-03,4,2,8.7,1.3,67,66
236,杉並区高円寺南２－１１,35.698475,139.650757,JGD2011,都道東京所沢線（青梅街道）,c,2008-10-07,2008-10-10,4,4,4.0 ,1.3,71,71
237,杉並区成田東５－３４,35.700737,139.631714,JGD2011,都道東京所沢線（青梅街道）,c,2008-10-28,2008-10-31,4,4,5.8,1.2,70,69
238,杉並区桃井４－２,35.712292,139.603058,JGD2011,都道東京所沢線（青梅街道）,c,2008-11-04,2008-11-07,4,4,4.7,1.2,71,70
239,杉並区高井戸東４－３,35.687462,139.620407,JGD2011,都道赤坂杉並線（井の頭通り）,b,2008-10-14,2008-10-17,4,4,2.3,1.2,74,72
