5-(2)　　元町港,,,,,
④　海上出入貨物,,,,,単位： トン
品　　　種　　　等,,コード,総　　数,移出,移入
総　　　　　　　数,,,"106,746","14,394","92,352"
【一般】,,,"106,746","14,394","92,352"
(1)　農水産品,,,"7,237",777,"6,460"
　　　　麦,,11,‐,‐,
　　　　米,,21,66,‐,66
　　　　とうもろこし,,22,‐,‐,
　　　　豆類,,23,‐,‐,
　　　　その他雑穀,,24,‐,‐,
　　　　野菜・果物,,31,"1,376",‐,"1,376"
　　　　綿花,,41,‐,‐,
　　　　その他農産品,,51,576,535,41
　　　　羊毛,,61,‐,‐,
　　　　その他畜産品,,71,"2,553",80,"2,473"
         水産品,,81,"2,666",162,"2,504"
(2)　林産品,,,"2,178",6,"2,172"
　　　　原木,,91,‐,‐,
　　　　製材,,92,"2,108",‐,"2,108"
　　　　樹脂類,,101,‐,‐,-
　　　　木材チップ,,111,64,‐,64
　　　　その他林産品,,112,6,6,‐
　　　　薪炭,,121,‐,‐,‐
(3)　鉱産品,,,"30,398",‐,"30,398"
　　　　石炭,,131,‐,‐,‐
　　　　鉄鉱石,,141,‐,‐,‐
　　　　金属鉱,,151,‐,‐,‐
　　　　砂利・砂,,161,"30,398",‐,"30,398"
　　　　石材,,162,‐,‐,‐
　　　　原油,,171,‐,‐,‐
　　　　りん鉱石,,181,‐,‐,‐
　　　　石灰石,,191,‐,‐,‐
　　　　原塩,,201,‐,‐,‐
　　　　非金属鉱物,,211,‐,‐,‐
(4)  金属機械工業品,,,"10,546","2,402","8,144"
　　　　鉄鋼,,221,‐,‐,‐
　　　　鋼材,,222,‐,‐,‐
　　　　非鉄金属,,231,‐,‐,‐
　　　　金属製品,,241,"3,568",5,"3,563"
　　　　鉄道車両,,251,‐,‐,‐
　　　　完成自動車,,252,"4,368","1,550","2,818"
　　　　その他輸送用車両,,253,"2,504",794,"1,710"
　　　　二輪自動車,,254,91,38,53
　　　　自動車部品,,255,‐,‐,‐
　　　　その他輸送機械,,256,‐,‐,‐
　　　　産業機械,,261,15,15,‐
　　　　電気機械,,262,‐,‐,‐
　　　　測量・光学・医療用機械,,263,‐,‐,‐
　　　　事務用機器,,264,‐,‐,
　　　　その他機械,,265,‐,‐,
(5)　化学工業品,,,"27,729",63,"27,666"
　　　　陶磁器,,271,‐,‐,‐
　　　　セメント,,281,"3,072",‐,"3,072"
　　　　ガラス類,,291,‐,‐,‐
　　　　窯業品,,301,"1,927",63,"1,864"
　　　　重油,,311,"14,021",‐,"14,021"
　　　　揮発油,,320,"2,930",‐,"2,930"
　　　　その他の石油,,321,"4,057",‐,"4,057"
　　　　LNG（液化天然ガス）,,322,‐,‐,‐
　　　　LPG（液化石油ガス）,,323,"1,722",‐,"1,722"
　　　　石油製品,,324,‐,‐,‐
　　　　コークス,,331,‐,‐,‐
　　　　石炭製品,,341,‐,‐,‐
　　　　化学薬品,,351,‐,‐,‐
　　　　化学肥料,,361,‐,‐,‐
"　　　　染料・塗料・合成樹脂
  　　　その他化学工業品",,371,‐,‐,‐
(6)　軽工業品,,,"1,783",‐,"1,783"
　　　　紙、パルプ,,381,‐,‐,‐
　　　　糸及び紡績半製品,,391,‐,‐,‐
　　　　その他繊維工業品,,401,‐,‐,‐
　　　　砂糖,,411,‐,‐,‐
　　　　製造食品,,421,87,‐,87
　　　　飲料,,422,"1,696",‐,"1,696"
　　　　水,,423,‐,‐,‐
　　　　たばこ,,424,‐,‐,‐
　　　　その他食料工業品,,425,‐,‐,‐
(7)　雑工業品,,,"3,130",586,"2,544"
　　　　がん具,,431,‐,‐,‐
　　  　衣服・身廻品・はきもの,,441,‐,‐,‐
"　       文房具・運動娯楽用品・
         楽器",,442,‐,‐,‐
　　　　家具装備品,,443,‐,‐,‐
　　　　その他日用品,,444,"3,130",586,"2,544"
　　　　ゴム製品,,451,‐,‐,‐
　　　　木製品,,461,‐,‐,‐
　　　　その他製造工業品,,471,‐,‐,‐
(8)　特殊品,,,"19,715","6,927","12,788"
　　　　金属くず,,481,‐,‐,‐
　　　　再利用資材,,491,212,190,22
　　　　動植物性製造飼肥料,,501,598,,598
　　　　廃棄物,,511,884,610,274
　　　　廃土砂,,512,424,380,44
　　　　輸送用容器,,521,"3,204","2,667",537
　　　　取合せ品,,531,"14,393","3,080","11,313"
(9)　分類不能のもの,,541,"4,030","3,633",397
【自航】,,,‐,‐,‐
