海区,Sea region,区分,Classification,区分,Classification,生産量 Quantity
小笠原海区,Ogasawara sea area,その他の水産動物,Other marine animals,かめ ,Sea turtle　,14054
小笠原海区,Ogasawara sea area,その他の水産動物,Other marine animals,いか,Squid,28731
小笠原海区,Ogasawara sea area,その他の水産動物,Other marine animals,いせえび,Spinylobster,3234
小笠原海区,Ogasawara sea area,貝類,Shellfish,総数,Total,5
小笠原海区,Ogasawara sea area,藻類,Seaweed,総数,Total,-
,,,,,,
東京都統計年鑑（平成28年）TOKYO STATISTICAL YEARBOOK ( 2016 ) 9　農林水産業 9 AGRICULTURE， FORESTRY， AND FISHERIES,,,,,,
9-7  海区別生産量（平成27年）9-7 CATCHES ( QUANTITY ) BY SEA REGION ( 2015 ),,,,,,
"大手水産会社による遠洋・沖合漁業を除く。						",,,,,,
"Excluding deep sea and offshore activities by large fishery companies.						",,,,,,
"注) 数値は，主要生産量のみを掲げてあるので，内訳の合計は総数に一致しない。						",,,,,,
"Note: The total is not the sum of the details as detailed figures are given for key quantities only.						",,,,,,
"資料：都産業労働局農林水産部水産課 「東京都の水産」 Source: Bureau of Industrial and Labor Affairs， TMG						",,,,,,
"（単位　キログラム） (Quantity in kg)						",,,,,,
