1,"東京都生計分析調査　令和 4年11月","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2,"","","","主　　要　　指　　標　　　３　　―　無職世帯　―","","","","","","","","","","","","","","","","","","","","","","","",""
3,"","","","注1）平成30年1月に調査で使用する家計簿を改正し順次変更を行ったため、平成30年及び平成31年・令和元年の「対前年増加率」の値には当該改正の影響による変動が含まれ得る。","","","","","","","","","","","","","","","","","","","","","","","",""
4,"","","","注2）平成30年12月までは農林漁家世帯を調査対象から除外していたが、平成31年1月からは含めている。","","","","","","","","","","","","","","","","","","","","","","","",""
5,"","","","hyoutou0","hyoutou0","hyoutou0","hyoutou0","hyoutou0","hyoutou1","hyoutou2","hyoutou3","hyoutou3","hyoutou2","hyoutou2","hyoutou3","hyoutou1","hyoutou0","hyoutou0","hyoutou1","hyoutou1","hyoutou1","hyoutou1","hyoutou1","hyoutou1","hyoutou1","hyoutou1","hyoutou1","hyoutou1"
6,"","","","youto001","youto002","youto003","youto004","youto005","youto006","youto007","youto008","youto009","youto010","youto011","youto012","youto013","youto014","youto015","youto016","youto017","youto018","youto019","youto020","youto021","youto022","youto023","youto024","youto025"
7,"実数・増減率","年次・四半期・月次コード","年次・四半期・月次","調査世帯数(世帯）","世帯人員（人）","有業人員（人）","世帯主平均年齢（歳）","実収入（円）","実収入／経常収入（円）","実収入／経常収入／勤め先収入（円）","実収入／経常収入／勤め先収入／世帯主の配偶者の収入（円）","実収入／経常収入／勤め先収入／他の世帯員収入（円）","実収入／経常収入／事業・内職収入（円）","実収入／経常収入／他の経常収入（円）","実収入／経常収入／他の経常収入／社会保障給付（円）","実収入／特別収入（円）","可処分所得（円）","消費支出（円）","消費支出／食料（円）","消費支出／住居（円）","消費支出／光熱・水道（円）","消費支出／家具・家事用品（円）","消費支出／被服及び履物（円）","消費支出／保健医療（円）","消費支出／交通・通信（円）","消費支出／教育（円）","消費支出／教養娯楽（円）","消費支出／その他の消費支出（円）"
8,"Jissu","nen","実数_平成30年平均",245,2.37,0.48,74.6,204028,197084,19715,6824,12891,4802,172567,166602,6944,171995,267939,79253,20918,21723,10204,7394,16989,26120,1247,29761,54330
9,"Jissu","nen","実数_平成31年・令和元年平均",241,2.34,0.45,75.1,223225,217352,25747,7776,17971,5904,185701,180681,5873,188050,269148,78516,18849,20576,11172,8897,17761,25100,2119,31913,54246
10,"Jissu","nen","実数_令和 2年平均",222,2.38,0.46,75.1,260776,234119,26369,6890,19479,12544,195206,189701,26657,223687,263689,82388,22975,22219,11414,6156,20467,25486,1684,24980,45919
11,"Jissu","nen","実数_令和 3年平均",214,2.34,0.43,75.1,235231,228818,32643,9198,23445,6694,189480,183738,6413,195835,253223,79382,23196,20297,11282,6594,18792,20104,2351,24759,46466
12,"Jissu","sihan","実数_令和 3年 7～ 9月",218,2.33,0.42,75.4,184597,177384,31437,7793,23645,4895,141051,137402,7213,153944,241516,77611,22053,16227,12011,5080,17336,20209,494,24374,46122
13,"Jissu","sihan","実数_令和 3年10～12月",219,2.26,0.43,75.4,294684,290328,32769,6822,25947,8400,249159,242110,4356,258430,270270,85251,25286,18395,11849,7473,16864,21567,628,30855,52103
