一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),等価騒音ﾚﾍﾞﾙ(Leq)／昼間(dB),等価騒音ﾚﾍﾞﾙ(Leq)／夜間(dB)
104,江東区亀戸4-14,35.701527,139.828720,JGD2011,放射14号,b,2006-10-16,2006-10-17,4,6,4.0,1.5,72,68
105,江東区住吉2-28-36,35.688477,139.818192,JGD2011,放射31号,b,2006-10-31,2006-11-01,4,4,3.6,1.5,68,66
106,江東区大島6-7-8,35.691402,139.834503,JGD2011,環状4号,b,2006-05-18,2006-05-19,4,6,4.0,1.5,66,62
107,江東区東砂2-12-14,35.683624,139.844009,JGD2011,補助144号,b,2006-05-17,2006-05-18,4,4,4.0,1.5,70,67
108,江東区亀戸7-42-5,35.696823,139.835480,JGD2011,国道14号,c,2006-10-17,2006-10-18,3,6,3.5,2.3,73,70
109,江東区大島2-41-4,35.689816,139.825745,JGD2011,放射31号,c,2006-10-30,2006-10-31,4,4,3.0,1.6,69,66
110,江東区北砂4-13-23,35.677395,139.829285,JGD2011,補助111号,c,2006-05-16,2006-05-17,4,4,3.0,1.5,69,64
111,江東区南砂4-4-1,35.674950,139.827621,JGD2011,放射29号,c,2006-06-01,2006-06-02,4,4,2.8,1.2,73,72
112,江東区永代2-31,35.673653,139.792633,JGD2011,放射16号,c,2006-12-04,2006-12-05,4,6,5.0,1.5,67,65
113,江東区東陽3-27,35.670174,139.815643,JGD2011,放射16号,c,2006-05-31,2006-06-01,4,6,6.0,1.5,69,68
114,江東区豊洲4-11-18,35.652431,139.799774,JGD2011,放射34号,c,2006-05-25,2006-05-26,4,8,5.0,1.5,71,68
115,江東区平野1-2-3,35.678173,139.798935,JGD2011,補助110号,c,2006-10-24,2006-10-25,4,4,3.5,1.5,71,68
116,江東区東雲2-5,35.640823,139.799210,JGD2011,国道357号,c,2006-11-01,2006-11-02,3,4,4.0,1.5,73,72
117,江東区枝川1-8-15,35.657528,139.802109,JGD2011,環状3号,c,2006-05-24,2006-05-25,4,6,6.0,1.5,71,66
118,江東区森下4-9-22,35.685005,139.805496,JGD2011,環状3号,c,2006-06-07,2006-06-08,4,4,3.0,1.5,73,71
119,江東区枝川3-3,35.658913,139.808472,JGD2011,環状3号,c,2006-05-23,2006-05-24,4,6,4.0,1.5,72,69
120,江東区東陽4-11-28,35.673092,139.817459,JGD2011,放射32号,c,2006-05-30,2006-05-31,4,4,8.0,1.5,67,64
121,江東区大島3-4,35.692505,139.826523,JGD2011,補助116号,c,2006-10-12,2006-10-13,4,4,4.1,1.2,66,63
122,江東区大島7-30,35.693832,139.841415,JGD2011,高速7号小松川線,c,2006-10-11,2006-10-12,2,4,23.0,25.8,67,66
123,江東区枝川2-1,35.659821,139.805649,JGD2011,高速9号深川線,c,2006-11-06,2006-11-07,2,4,28.0,27.0,71,68
124,江東区大島3丁目4,35.692505,139.826523,JGD2011,王子千住南砂線,C,2006-11-29,2006-11-30,4,4,5.3,1.2,69,66
125,江東区大島2丁目1,35.689903,139.820419,JGD2011,東京市川線,C,2006-11-29,2006-11-30,4,4,2.5,1.2,72,71
126,江東区平野1丁目2,35.678173,139.798935,JGD2011,上野月島線,C,2006-11-29,2006-11-30,4,4,3.0,1.2,71,68
