表8-1  物質別月別調査結果（HAPｓ）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020年度  HAPs,,,,,,,,,,,
"注） ・２桁への有効数字処理は行っていない。
・検出下限値未満の値は「<」で示し、年平均値算出には検出下限値の1/2を充てる。右側のppb換算値の検出下限値付近の値においては、μg/m3と表示が異なる場合がある。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一,世田谷区世田谷,0.059,0.042,,0.073,,< 0.03,,0.031,,0.06,0.063,,,0.116,,,0.191,,,,0.104,,,,0.105,,,,< 0.03,,,,0.191,,,,< 0.03,,,0.073,,,,0.085,,,,< 0.02,,,,0.032,,,
般,板橋区氷川町,0.052,0.065,,0.058,,0.036,,0.056,,0.072,0.102,,,0.117,,,0.199,,,,0.103,,,,0.105,,,,0.039,,,,0.199,,,,0.036,,,0.084,,,,0.088,,,,< 0.02,,,,0.037,,,
環,練馬区石神井町,0.032,0.048,,0.042,,< 0.03,,0.044,,0.064,0.096,,,0.097,,,0.148,,,,0.124,,,,0.088,,,,< 0.03,,,,0.148,,,,< 0.03,,,0.068,,,,0.066,,,,< 0.02,,,,0.03,,,
境,足立区西新井,0.091,0.084,,0.103,,< 0.03,,0.475,,0.073,0.109,,,0.122,,,0.167,,,,0.118,,,,0.193,,,,0.03,,,,0.475,,,,< 0.03,,,0.132,,,,0.211,,,,< 0.02,,,,0.059,,,
,江戸川区春江町,0.06,0.093,,0.173,,0.056,,0.109,,0.092,0.124,,,0.141,,,0.18,,,,0.155,,,,0.156,,,,0.097,,,,0.18,,,,0.056,,,0.12,,,,0.08,,,,0.025,,,,0.053,,,
,区部一般平均,0.052,0.119,,0.1,,0.049,,0.455,,0.068,0.083,,,0.15,,,0.157,,,,0.11,,,,0.149,,,,0.094,,,,1.747,,,,< 0.03,,,0.132,,,,0.776,,,,< 0.02,,,,0.059,,,
多,小金井市本町,0.047,0.041,,0.062,,< 0.03,,0.038,,0.056,0.071,,,0.108,,,0.134,,,,0.1,,,,0.129,,,,0.06,,,,0.134,,,,< 0.03,,,0.072,,,,0.06,,,,< 0.02,,,,0.032,,,
摩,東大和市奈良橋,0.033,0.037,,0.064,,0.044,,0.038,,0.042,0.073,,,0.086,,,0.16,,,,0.12,,,,0.147,,,,< 0.03,,,,0.16,,,,< 0.03,,,0.072,,,,0.071,,,,< 0.02,,,,0.032,,,
一般,多摩部一般平均,0.04,0.039,,0.063,,< 0.03,,0.038,,0.049,0.072,,,0.097,,,0.147,,,,0.11,,,,0.138,,,,0.037,,,,0.16,,,,< 0.03,,,0.072,,,,0.071,,,,< 0.02,,,,0.032,,,
都一般平均,,0.05,0.103,,0.092,,0.045,,0.372,,0.064,0.081,,,0.139,,,0.155,,,,0.11,,,,0.147,,,,0.083,,,,1.747,,,,< 0.03,,,0.12,,,,0.776,,,,< 0.02,,,,0.053,,,
,京葉道路亀戸,0.075,0.205,,0.245,,0.359,,0.27,,0.088,0.094,,,0.132,,,0.184,,,,0.119,,,,0.168,,,,0.151,,,,0.359,,,,0.075,,,0.174,,,,0.159,,,,0.033,,,,0.077,,,
,環八通り八幡山,0.089,0.066,,< 0.03,,< 0.03,,0.033,,0.16,0.191,,,0.137,,,0.279,,,,0.197,,,,0.171,,,,0.055,,,,0.279,,,,< 0.03,,,0.117,,,,0.124,,,,< 0.02,,,,0.052,,,
沿,２地点沿道平均,0.082,0.135,,0.13,,0.187,,0.152,,0.124,0.142,,,0.135,,,0.231,,,,0.158,,,,0.169,,,,0.103,,,,0.359,,,,< 0.03,,,0.146,,,,0.159,,,,< 0.02,,,,0.065,,,
道,甲州街道大原,0.074,0.092,,0.082,,0.068,,0.149,,0.092,0.139,,,0.157,,,0.227,,,,0.15,,,,0.209,,,,0.033,,,,0.227,,,,0.033,,,0.123,,,,0.101,,,,< 0.02,,,,0.055,,,
,中山道大和町,0.081,0.165,,0.126,,0.085,,0.116,,0.198,0.215,,,0.19,,,0.274,,,,0.2,,,,0.208,,,,0.039,,,,0.274,,,,0.039,,,0.158,,,,0.122,,,,< 0.02,,,,0.07,,,
,４地点沿道平均,0.08,0.132,,0.117,,0.132,,0.142,,0.135,0.16,,,0.154,,,0.241,,,,0.166,,,,0.189,,,,0.07,,,,0.359,,,,< 0.03,,,0.143,,,,0.159,,,,< 0.02,,,,0.064,,,
檜原(ﾊﾞｯｸｸﾞﾗｳﾝﾄﾞ),,< 0.03,0.043,,< 0.03,,< 0.03,,0.037,,< 0.03,0.043,,,< 0.03,,,0.066,,,,0.044,,,,0.05,,,,< 0.03,,,,0.066,,,,< 0.03,,,0.031,,,,0.029,,,,< 0.02,,,,< 0.02,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Dichloromethane,,,,,,,,,,,,,,,,,基準値    ：,,,,,,,,150,,,,μg/m3,,,,(42.475 ppb),,,,,,,,,,,,,,,分子量：,,,,84.9,,,
,,,,,,,,,,,,,,,,,,定量下限値：,,,,,,,,0.11,,,,,,,,(0.04 ppb),,,,,,,,,,,換算係数(→ppb）：,,,,,,,,0.283,,,
,,2020年度,,,,,,,,,,,,,,,,検出下限値：,,,,,,,,0.04,,,,,,,,(0.02 ppb),,,,,,(単位：μg/m3）,,,,,,,,,(単位：ｐｐｂ）,,,,,,,
測定地点（局）,,4月,5月,,6月,,7月,,8月,,9月,10月,,,11月,,,12月,,,,1月,,,,2月,,,,3月,,,,最大,,,,最小,,,平 均,,,,最大,,,,最小,,,,平 均,,,
,中央区晴海,0.555,0.975,,1.025,,0.352,,0.678,,1.283,0.887,,,0.977,,,1.257,,,,0.859,,,,1.111,,,,0.535,,,,1.283,,,,0.352,,,0.875,,,,0.363,,,,0.1,,,,0.248,,,
区,国設東京新宿,0.734,1.253,,1.615,,0.944,,1.354,,1.387,0.949,,,1.128,,,1.553,,,,0.881,,,,1.3,,,,0.569,,,,1.615,,,,0.569,,,1.139,,,,0.457,,,,0.161,,,,0.323,,,
部,大田区東糀谷,1.433,1.328,,0.998,,0.318,,0.786,,1.853,0.839,,,2.176,,,1.45,,,,1.271,,,,1.831,,,,0.813,,,,2.176,,,,0.318,,,1.258,,,,0.616,,,,0.09,,,,0.356,,,
一,世田谷区世田谷,0.647,1.129,,1.025,,0.379,,0.858,,1.41,0.823,,,1.153,,,1.567,,,,1.171,,,,1.19,,,,0.603,,,,1.567,,,,0.379,,,0.996,,,,0.444,,,,0.107,,,,0.282,,,
般,板橋区氷川町,0.808,1.429,,1.542,,0.495,,0.916,,1.414,1.075,,,1.575,,,1.936,,,,1.657,,,,1.49,,,,0.641,,,,1.936,,,,0.495,,,1.248,,,,0.548,,,,0.14,,,,0.353,,,
環,練馬区石神井町,0.642,1.455,,1.168,,0.28,,0.725,,1.545,1.801,,,1.606,,,2.577,,,,1.67,,,,1.16,,,,0.734,,,,2.577,,,,0.28,,,1.28,,,,0.73,,,,0.079,,,,0.363,,,
境,足立区西新井,1.074,1.401,,1.222,,0.433,,0.984,,1.32,1.376,,,1.73,,,2.409,,,,1.215,,,,2.251,,,,0.752,,,,2.409,,,,0.433,,,1.347,,,,0.682,,,,0.122,,,,0.381,,,
,江戸川区春江町,0.784,0.761,,0.739,,0.324,,0.519,,1.04,1.183,,,1.327,,,1.84,,,,1.074,,,,1.301,,,,1.069,,,,1.84,,,,0.324,,,0.997,,,,0.521,,,,0.092,,,,0.282,,,
,区部一般平均,0.835,1.216,,1.167,,0.441,,0.853,,1.406,1.117,,,1.459,,,1.824,,,,1.225,,,,1.454,,,,0.715,,,,2.577,,,,0.28,,,1.143,,,,0.73,,,,0.079,,,,0.324,,,
多,小金井市本町,0.687,1.697,,1.43,,0.411,,0.819,,1.485,1.319,,,1.107,,,1.835,,,,1.272,,,,1.586,,,,1.184,,,,1.835,,,,0.411,,,1.236,,,,0.52,,,,0.116,,,,0.35,,,
摩,東大和市奈良橋,0.676,2.1,,1.395,,0.445,,0.846,,1.353,1.232,,,0.857,,,1.623,,,,1.217,,,,1.248,,,,0.472,,,,2.1,,,,0.445,,,1.122,,,,0.595,,,,0.126,,,,0.318,,,
一般,多摩部一般平均,0.682,1.898,,1.412,,0.428,,0.833,,1.419,1.275,,,0.982,,,1.729,,,,1.244,,,,1.417,,,,0.828,,,,2.1,,,,0.411,,,1.179,,,,0.595,,,,0.116,,,,0.334,,,
都一般平均,,0.804,1.353,,1.216,,0.438,,0.849,,1.409,1.148,,,1.364,,,1.805,,,,1.229,,,,1.447,,,,0.737,,,,2.577,,,,0.28,,,1.15,,,,0.73,,,,0.079,,,,0.326,,,
,京葉道路亀戸,0.74,0.914,,0.872,,0.344,,0.546,,1.594,1.033,,,1.299,,,2.134,,,,1.017,,,,1.673,,,,0.596,,,,2.134,,,,0.344,,,1.063,,,,0.604,,,,0.098,,,,0.301,,,
,環八通り八幡山,0.603,1.184,,1.031,,0.278,,0.76,,1.359,1.002,,,1.449,,,2.304,,,,1.35,,,,1.213,,,,0.564,,,,2.304,,,,0.278,,,1.091,,,,0.652,,,,0.079,,,,0.309,,,
沿,２地点沿道平均,0.671,1.049,,0.951,,0.311,,0.653,,1.476,1.018,,,1.374,,,2.219,,,,1.184,,,,1.443,,,,0.58,,,,2.304,,,,0.278,,,1.077,,,,0.652,,,,0.079,,,,0.305,,,
道,甲州街道大原,0.93,1.42,,1.481,,0.507,,1.838,,1.285,1.042,,,1.481,,,1.901,,,,1.105,,,,2.603,,,,0.64,,,,2.603,,,,0.507,,,1.353,,,,0.737,,,,0.144,,,,0.383,,,
,中山道大和町,0.773,1.482,,1.156,,0.337,,0.831,,1.365,1.165,,,1.742,,,2.083,,,,1.437,,,,1.987,,,,0.684,,,,2.083,,,,0.337,,,1.253,,,,0.59,,,,0.095,,,,0.355,,,
,４地点沿道平均,0.762,1.25,,1.135,,0.367,,0.994,,1.401,1.061,,,1.493,,,2.105,,,,1.227,,,,1.869,,,,0.621,,,,2.603,,,,0.278,,,1.19,,,,0.737,,,,0.079,,,,0.337,,,
檜原(ﾊﾞｯｸｸﾞﾗｳﾝﾄﾞ),,0.276,1.312,,1.04,,0.302,,0.887,,0.393,0.632,,,0.562,,,1.07,,,,0.775,,,,0.836,,,,0.488,,,,1.312,,,,0.276,,,0.714,,,,0.371,,,,0.078,,,,0.202,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Acrylonitrile,,,,,,,,,,,,,,,,,基準値等  ：,,,,,,,,2,,,,μg/m3,,,,(0.906 ppb),,,,,,,（指針値）,,,,,,,,分子量：,,,,53.1,,,
,,,,,,,,,,,,,,,,,,定量下限値：,,,,,,,,0.18,,,,,,,,(0.09 ppb),,,,,,,,,,,換算係数(→ppb）：,,,,,,,,0.453,,,
,,2020年度,,,,,,,,,,,,,,,,検出下限値：,,,,,,,,0.06,,,,,,,,(0.03 ppb),,,,,,(単位：μg/m3）,,,,,,,,,(単位：ｐｐｂ）,,,,,,,
測定地点（局）,,4月,5月,,6月,,7月,,8月,,9月,10月,,,11月,,,12月,,,,1月,,,,2月,,,,3月,,,,最大,,,,最小,,,平 均,,,,最大,,,,最小,,,,平 均,,,
,中央区晴海,< 0.06,0.157,,0.394,,0.13,,1.205,,< 0.06,< 0.06,,,< 0.06,,,< 0.06,,,,< 0.06,,,,0.071,,,,< 0.06,,,,1.205,,,,< 0.06,,,0.181,,,,0.546,,,,< 0.03,,,,0.082,,,
区,国設東京新宿,< 0.06,0.078,,0.064,,< 0.06,,0.174,,0.068,< 0.06,,,< 0.06,,,< 0.06,,,,< 0.06,,,,0.147,,,,< 0.06,,,,0.174,,,,< 0.06,,,0.062,,,,0.079,,,,< 0.03,,,,< 0.03,,,
部,大田区東糀谷,0.124,0.136,,0.216,,0.14,,0.442,,0.109,0.077,,,0.221,,,0.085,,,,< 0.06,,,,0.377,,,,< 0.06,,,,0.442,,,,< 0.06,,,0.166,,,,0.2,,,,< 0.03,,,,0.075,,,
一,世田谷区世田谷,0.098,0.065,,0.078,,< 0.06,,0.105,,0.066,< 0.06,,,0.091,,,0.074,,,,< 0.06,,,,0.094,,,,< 0.06,,,,0.105,,,,< 0.06,,,0.066,,,,0.048,,,,< 0.03,,,,< 0.03,,,
般,板橋区氷川町,0.073,0.086,,< 0.06,,< 0.06,,0.173,,< 0.06,0.064,,,0.062,,,0.096,,,,< 0.06,,,,0.061,,,,< 0.06,,,,0.173,,,,< 0.06,,,0.064,,,,0.078,,,,< 0.03,,,,< 0.03,,,
環,練馬区石神井町,< 0.06,0.076,,0.066,,< 0.06,,0.081,,0.068,< 0.06,,,0.061,,,0.077,,,,< 0.06,,,,0.061,,,,< 0.06,,,,0.081,,,,< 0.06,,,< 0.06,,,,0.037,,,,< 0.03,,,,< 0.03,,,
境,足立区西新井,0.08,0.126,,0.165,,< 0.06,,0.385,,0.066,< 0.06,,,0.061,,,0.071,,,,< 0.06,,,,0.099,,,,< 0.06,,,,0.385,,,,< 0.06,,,0.098,,,,0.174,,,,< 0.03,,,,0.044,,,
,江戸川区春江町,0.088,0.097,,0.183,,< 0.06,,0.083,,0.086,0.095,,,0.063,,,0.099,,,,0.075,,,,0.081,,,,0.072,,,,0.183,,,,< 0.06,,,0.088,,,,0.083,,,,< 0.03,,,,0.04,,,
,区部一般平均,0.069,0.103,,0.15,,< 0.06,,0.331,,0.066,< 0.06,,,0.078,,,0.07,,,,< 0.06,,,,0.124,,,,< 0.06,,,,1.205,,,,< 0.06,,,0.097,,,,0.546,,,,< 0.03,,,,0.044,,,
多,小金井市本町,< 0.06,0.069,,0.078,,< 0.06,,0.071,,< 0.06,< 0.06,,,0.078,,,0.082,,,,< 0.06,,,,0.095,,,,< 0.06,,,,0.095,,,,< 0.06,,,< 0.06,,,,0.043,,,,< 0.03,,,,< 0.03,,,
摩,東大和市奈良橋,< 0.06,0.061,,0.071,,0.068,,0.075,,0.065,< 0.06,,,0.077,,,0.081,,,,< 0.06,,,,0.076,,,,< 0.06,,,,0.081,,,,< 0.06,,,< 0.06,,,,0.037,,,,< 0.03,,,,< 0.03,,,
一般,多摩部一般平均,< 0.06,0.065,,0.074,,< 0.06,,0.073,,< 0.06,< 0.06,,,0.078,,,0.081,,,,< 0.06,,,,0.086,,,,< 0.06,,,,0.095,,,,< 0.06,,,< 0.06,,,,0.043,,,,< 0.03,,,,< 0.03,,,
都一般平均,,0.061,0.095,,0.134,,< 0.06,,0.279,,0.062,< 0.06,,,0.078,,,0.072,,,,< 0.06,,,,0.116,,,,< 0.06,,,,1.205,,,,< 0.06,,,0.089,,,,0.546,,,,< 0.03,,,,0.04,,,
,京葉道路亀戸,0.075,0.148,,0.418,,0.501,,0.226,,0.09,< 0.06,,,0.076,,,0.08,,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,0.501,,,,< 0.06,,,0.144,,,,0.227,,,,< 0.03,,,,0.065,,,
,環八通り八幡山,< 0.06,0.087,,< 0.06,,< 0.06,,0.064,,0.272,0.138,,,0.133,,,0.129,,,,0.082,,,,0.115,,,,< 0.06,,,,0.272,,,,< 0.06,,,0.095,,,,0.123,,,,< 0.03,,,,0.043,,,
沿,２地点沿道平均,< 0.06,0.117,,0.224,,0.265,,0.145,,0.181,0.084,,,0.105,,,0.105,,,,< 0.06,,,,0.073,,,,< 0.06,,,,0.501,,,,< 0.06,,,0.12,,,,0.227,,,,< 0.03,,,,0.054,,,
道,甲州街道大原,< 0.06,0.15,,0.113,,0.099,,0.193,,0.086,0.076,,,0.11,,,0.092,,,,< 0.06,,,,0.114,,,,< 0.06,,,,0.193,,,,< 0.06,,,0.094,,,,0.088,,,,< 0.03,,,,0.042,,,
,中山道大和町,0.065,0.102,,0.078,,< 0.06,,0.18,,0.102,0.079,,,0.088,,,0.085,,,,0.066,,,,0.07,,,,< 0.06,,,,0.18,,,,< 0.06,,,0.081,,,,0.082,,,,< 0.03,,,,0.037,,,
,４地点沿道平均,< 0.06,0.122,,0.16,,0.165,,0.166,,0.138,0.081,,,0.102,,,0.097,,,,< 0.06,,,,0.082,,,,< 0.06,,,,0.501,,,,< 0.06,,,0.104,,,,0.227,,,,< 0.03,,,,0.047,,,
檜原(ﾊﾞｯｸｸﾞﾗｳﾝﾄﾞ),,< 0.06,< 0.06,,< 0.06,,< 0.06,,< 0.06,,< 0.06,< 0.06,,,< 0.06,,,0.061,,,,< 0.06,,,,< 0.06,,,,< 0.06,,,,0.061,,,,< 0.06,,,< 0.06,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,
2020年度  HAPs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"1,1-Dichloroethane",,,,,,,,,,,,,,,,,基準値    ：,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分子量：,,,,99,,,
,,,,,,,,,,,,,,,,,,定量下限値：,,,,,,,,0.08,,,,μg/m3,,,,(0.018 ppb),,,,,,,,,,,換算係数(→ppb）：,,,,,,,,0.243,,,
,,2020年度,,,,,,,,,,,,,,,,検出下限値：,,,,,,,,0.03,,,,,,,,(0.006 ppb),,,,,,(単位：μg/m3）,,,,,,,,,(単位：ｐｐｂ）,,,,,,,
測定地点（局）,,4月,5月,,6月,,7月,,8月,,9月,10月,,,11月,,,12月,,,,1月,,,,2月,,,,3月,,,,最大,,,,最小,,,平 均,,,,最大,,,,最小,,,,平 均,,,
,中央区晴海,< 0.03,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,< 0.03,,,< 0.03,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,< 0.03,,,,< 0.006,,,,< 0.006,,,,< 0.006,,,
区,国設東京新宿,< 0.03,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,< 0.03,,,< 0.03,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,< 0.03,,,,< 0.006,,,,< 0.006,,,,< 0.006,,,
部,大田区東糀谷,< 0.03,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,< 0.03,,,< 0.03,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,< 0.03,,,,< 0.006,,,,< 0.006,,,,< 0.006,,,
一,世田谷区世田谷,< 0.03,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,< 0.03,,,< 0.03,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,< 0.03,,,,< 0.006,,,,< 0.006,,,,< 0.006,,,
般,板橋区氷川町,< 0.03,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,< 0.03,,,< 0.03,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,< 0.03,,,,< 0.006,,,,< 0.006,,,,< 0.006,,,
環,練馬区石神井町,< 0.03,< 0.03,,< 0.03,,< 0.03,,< 0.03,,< 0.03,< 0.03,,,< 0.03,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,,< 0.03,,,< 0.03,,,,< 0.006,,,,< 0.006,,,,< 0.006,,,
