事業所規模,和暦年,西暦年,年平均・月,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５～29人,平成18,2006,年平均,20.7,168.6,158.2,10.4,14.6,89,86.5,2.5
５～29人,平成19,2007,年平均,20.6,167.7,158.1,9.6,13.7,83.6,81.4,2.2
５～29人,平成20,2008,年平均,20.4,165.9,155.9,10,13.9,83.3,80.6,2.7
５～29人,平成21,2009,年平均,20.3,164.7,154.6,10.1,13.7,81.8,79.3,2.5
５～29人,平成22,2010,年平均,20.5,167.1,156.7,10.4,14,85.9,83.8,2.1
５～29人,平成23,2011,年平均,20.3,167.3,156.9,10.4,13.8,83.1,81.5,1.6
５～29人,平成24,2012,年平均,20.5,168.7,157.7,11,13.8,82.8,80.7,2.1
５～29人,平成25,2013,年平均,20.4,168.5,157,11.5,13.5,80.2,77.9,2.3
５～29人,平成25,2013,1月,18.1,150.6,140,10.6,12.9,76.5,74.1,2.4
５～29人,平成25,2013,2月,20.4,169,157.5,11.5,13.3,78.6,76.4,2.2
５～29人,平成25,2013,3月,20,166.5,154.5,12,13.2,79,76.7,2.3
５～29人,平成25,2013,4月,21.1,174.8,163,11.8,13.6,80.1,77.9,2.2
５～29人,平成25,2013,5月,20,165.7,154.6,11.1,13.5,80.3,78.2,2.1
５～29人,平成25,2013,6月,21.3,175.6,164,11.6,13.7,81.4,79.2,2.2
５～29人,平成25,2013,7月,21.1,174.4,162.4,12,13.7,81.2,78.9,2.3
５～29人,平成25,2013,8月,20.2,165.8,154.7,11.1,13.5,81.2,79,2.2
５～29人,平成25,2013,9月,20.3,167.3,155.9,11.4,13.4,80.5,78.1,2.4
５～29人,平成25,2013,10月,20.4,168.3,156.7,11.6,13.5,80.5,78.4,2.1
５～29人,平成25,2013,11月,21.1,174,162.2,11.8,13.7,81.1,78.9,2.2
５～29人,平成25,2013,12月,20.5,169.7,158,11.7,13.6,81.8,79.2,2.6
30～99人,平成18,2006,年平均,19.8,164.7,150.6,14.1,14.6,87.9,84.3,3.6
30～99人,平成19,2007,年平均,19.9,165.8,151.3,14.5,15.7,93.3,90,3.3
30～99人,平成20,2008,年平均,19.8,164.2,150.8,13.4,15.1,90.3,86.9,3.4
30～99人,平成21,2009,年平均,19.6,161.2,149,12.2,13.5,78.2,75,3.2
30～99人,平成22,2010,年平均,19.7,162.3,149.7,12.6,13.9,80.6,77.6,3
30～99人,平成23,2011,年平均,19.6,161.7,148.9,12.8,14,83.2,79.7,3.5
30～99人,平成24,2012,年平均,20,169.7,154.1,15.6,15.5,89.9,87.2,2.7
30～99人,平成25,2013,年平均,19.8,168.5,152.6,15.9,15.1,86.7,84,2.7
30～99人,平成25,2013,1月,18,153.5,138.5,15,14.4,83.1,80.1,3
30～99人,平成25,2013,2月,19.5,166.5,150.8,15.7,14.9,86.1,83.5,2.6
30～99人,平成25,2013,3月,19.3,164.6,148.7,15.9,14.6,85.1,82.3,2.8
30～99人,平成25,2013,4月,20.5,175.2,158.6,16.6,15.2,88.6,85.6,3
30～99人,平成25,2013,5月,19.8,168.5,153,15.5,14.9,86.6,83.8,2.8
30～99人,平成25,2013,6月,20.3,173.2,157.5,15.7,15.5,87.8,85.2,2.6
30～99人,平成25,2013,7月,20.5,174.6,158.7,15.9,15.4,88.3,85.2,3.1
30～99人,平成25,2013,8月,19.5,165.9,150.5,15.4,15.2,87.4,84.5,2.9
30～99人,平成25,2013,9月,19.4,165.5,150.6,14.9,15.3,86.8,84.4,2.4
30～99人,平成25,2013,10月,20.2,171.6,155.8,15.8,15.4,86.9,84.5,2.4
30～99人,平成25,2013,11月,20.5,175.1,157.8,17.3,15.5,88.2,85.7,2.5
30～99人,平成25,2013,12月,19.5,166.5,149.9,16.6,15,86.5,83.6,2.9
100～499人,平成18,2006,年平均,19.5,163.9,148.1,15.8,15.1,95.5,91.3,4.2
100～499人,平成19,2007,年平均,19.7,165.2,149.6,15.6,15.9,105.8,100.7,5.1
100～499人,平成20,2008,年平均,19.7,165.1,149.5,15.6,15.8,106.2,101.7,4.5
100～499人,平成21,2009,年平均,19.3,162.1,146.4,15.7,14.6,93.2,89.4,3.8
100～499人,平成22,2010,年平均,19.4,162.6,146.4,16.2,14.7,93.7,89.8,3.9
100～499人,平成23,2011,年平均,19.3,161.4,146.1,15.3,14.5,90.9,87.2,3.7
100～499人,平成24,2012,年平均,19.7,165.4,149.1,16.3,14.8,92.7,88.7,4
100～499人,平成25,2013,年平均,19.4,163.2,147,16.2,14.5,90.9,86.7,4.2
