X（m）,Y（m）,経度（度）,緯度（度）,津波高（最大）（m）
-915,-20835,139.82320806,35.81220579,0.9984
-925,-20915,139.82309749,35.81148470,0.9982
-925,-20925,139.82309751,35.81139457,0.9984
-925,-20935,139.82309752,35.81130443,1.0004
-925,-20975,139.82309756,35.81094389,1.0001
-1105,-20995,139.82110577,35.81076343,0.9991
-935,-21005,139.82298694,35.81067347,0.9990
-935,-21015,139.82298695,35.81058334,0.9991
-935,-21025,139.82298696,35.81049320,0.9994
-935,-21035,139.82298698,35.81040307,1.0004
-935,-21045,139.82298699,35.81031293,1.0002
-1425,-21065,139.81756488,35.81013207,0.9964
-1165,-21065,139.82044193,35.81013242,0.9965
-1285,-21075,139.81911407,35.81004213,0.9965
-1255,-21075,139.81944604,35.81004217,0.9964
-1235,-21075,139.81966735,35.81004220,0.9966
-1225,-21075,139.81977801,35.81004221,0.9964
-945,-21095,139.82287639,35.80986225,0.9987
-945,-21105,139.82287640,35.80977211,0.9989
-945,-21115,139.82287641,35.80968198,0.9983
-945,-21125,139.82287643,35.80959184,0.9990
-945,-21135,139.82287644,35.80950171,0.9984
-945,-21145,139.82287645,35.80941157,0.9991
-945,-21155,139.82287646,35.80932144,0.9996
-955,-21175,139.82276583,35.80914116,0.9977
-985,-21205,139.82243390,35.80887072,0.9975
-2505,-21225,139.80561455,35.80868775,0.9986
-1035,-21225,139.82188066,35.80869040,0.9975
-2285,-21255,139.80804902,35.80841788,0.9983
-1765,-21275,139.81380304,35.80823868,0.9971
-7475,-21345,139.75062074,35.80758087,1.0125
-7435,-21345,139.75106335,35.80758117,1.0125
-7435,-21355,139.75106344,35.80749104,1.0122
-7455,-21365,139.75084223,35.80740075,1.0127
-7435,-21395,139.75106382,35.80713050,1.0123
-7425,-21415,139.75117465,35.80695030,1.0123
-7415,-21415,139.75128530,35.80695038,1.0119
-7375,-21415,139.75172791,35.80695068,1.0125
-7415,-21425,139.75128540,35.80686024,1.0127
-7385,-21455,139.75161763,35.80659006,1.0128
-7375,-21465,139.75172837,35.80650000,1.0128
-7345,-21505,139.75206069,35.80613969,1.0127
-7325,-21525,139.75228217,35.80595956,1.0125
-7305,-21555,139.75250375,35.80568931,1.0139
-7245,-21575,139.75316783,35.80550948,1.0136
-7245,-21585,139.75316792,35.80541935,1.0131
-7245,-21625,139.75316828,35.80505881,1.0164
-7205,-21675,139.75361132,35.80460842,1.0153
-6935,-21955,139.75660125,35.80208658,1.0139
-6915,-21985,139.75682280,35.80181632,1.0124
-6905,-21995,139.75693353,35.80172625,1.0131
-6905,-22005,139.75693361,35.80163611,1.0115
-6895,-22005,139.75704426,35.80163619,1.0131
-6865,-22045,139.75737653,35.80127585,1.0123
-6825,-22095,139.75781953,35.80082546,1.0129
-6805,-22115,139.75804099,35.80064532,1.0130
395,-22115,139.83770372,35.80066882,0.9669
405,-22115,139.83781436,35.80066882,0.9669
415,-22115,139.83792501,35.80066881,0.9669
475,-22115,139.83858886,35.80066878,0.9668
515,-22115,139.83903143,35.80066876,0.9669
525,-22115,139.83914208,35.80066876,0.9668
535,-22115,139.83925272,35.80066875,0.9668
545,-22115,139.83936336,35.80066875,0.9668
345,-22125,139.83715050,35.80057870,0.9668
375,-22125,139.83748243,35.80057869,0.9668
545,-22125,139.83936335,35.80057861,0.9669
565,-22125,139.83958464,35.80057860,0.9669
575,-22125,139.83969528,35.80057860,0.9668
335,-22135,139.83703986,35.80048857,0.9668
545,-22135,139.83936335,35.80048848,0.9671
585,-22135,139.83980592,35.80048845,0.9668
595,-22135,139.83991656,35.80048845,0.9668
545,-22145,139.83936334,35.80039834,0.9670
635,-22145,139.84035912,35.80039829,0.9668
335,-22155,139.83703985,35.80030830,0.9669
545,-22155,139.83936333,35.80030821,0.9671
655,-22155,139.84058040,35.80030814,0.9668
325,-22165,139.83692920,35.80021817,0.9669
545,-22165,139.83936333,35.80021807,0.9671
695,-22165,139.84102296,35.80021798,0.9669
295,-22175,139.83659727,35.80012804,0.9668
315,-22175,139.83681856,35.80012804,0.9669
545,-22175,139.83936332,35.80012794,0.9671
735,-22175,139.84146552,35.80012781,0.9660
745,-22175,139.84157616,35.80012780,0.9660
755,-22175,139.84168680,35.80012780,0.9660
545,-22185,139.83936331,35.80003780,0.9671
765,-22185,139.84179743,35.80003765,0.9660
775,-22185,139.84190808,35.80003765,0.9660
785,-22185,139.84201872,35.80003764,0.9660
795,-22185,139.84212936,35.80003763,0.9660
805,-22185,139.84224000,35.80003762,0.9660
545,-22195,139.83936331,35.79994767,0.9671
555,-22195,139.83947395,35.79994766,0.9671
835,-22195,139.84257192,35.79994746,0.9660
-13065,-22205,139.68878029,35.79977078,1.5561
-13055,-22205,139.68889093,35.79977092,1.5599
-12815,-22205,139.69154632,35.79977408,1.5550
-6735,-22205,139.75881625,35.79983459,1.0139
275,-22205,139.83637598,35.79985764,0.9668
545,-22205,139.83936330,35.79985753,0.9671
555,-22205,139.83947394,35.79985752,0.9671
865,-22205,139.84290383,35.79985730,0.9661
-15745,-22215,139.65912870,35.79964134,1.5672
-15735,-22215,139.65923934,35.79964150,1.5765
-15725,-22215,139.65934998,35.79964166,1.5817
-15715,-22215,139.65946062,35.79964182,1.5821
-15705,-22215,139.65957126,35.79964198,1.5842
-15155,-22215,139.66565650,35.79965062,1.5526
-15085,-22215,139.66643099,35.79965170,1.5514
-15075,-22215,139.66654163,35.79965186,1.5517
-15065,-22215,139.66665227,35.79965201,1.5498
-15055,-22215,139.66676291,35.79965216,1.5506
-15045,-22215,139.66687355,35.79965232,1.5462
-15035,-22215,139.66698419,35.79965247,1.5476
-13115,-22215,139.68822725,35.79967998,1.5545
-12755,-22215,139.69221033,35.79968472,1.5495
-6725,-22215,139.75892697,35.79974452,1.0162
545,-22215,139.83936329,35.79976739,0.9671
885,-22215,139.84312510,35.79976715,0.9661
-15865,-22225,139.65780120,35.79954928,1.5492
-15855,-22225,139.65791185,35.79954944,1.5510
-15845,-22225,139.65802249,35.79954960,1.5523
-15835,-22225,139.65813313,35.79954976,1.5578
-15825,-22225,139.65824377,35.79954992,1.5604
-15815,-22225,139.65835441,35.79955008,1.5603
-15805,-22225,139.65846505,35.79955024,1.5574
-15795,-22225,139.65857569,35.79955041,1.5525
-15785,-22225,139.65868633,35.79955057,1.5499
-15775,-22225,139.65879697,35.79955073,1.5541
-15765,-22225,139.65890761,35.79955089,1.5663
-15755,-22225,139.65901825,35.79955105,1.5713
-15745,-22225,139.65912889,35.79955121,1.5835
-15735,-22225,139.65923953,35.79955137,1.6030
-15725,-22225,139.65935017,35.79955153,1.6126
-15715,-22225,139.65946081,35.79955169,1.6116
-15705,-22225,139.65957146,35.79955185,1.6095
-15695,-22225,139.65968210,35.79955201,1.6004
-15685,-22225,139.65979274,35.79955217,1.5968
-15605,-22225,139.66067786,35.79955344,1.5695
-15595,-22225,139.66078850,35.79955360,1.5767
-15585,-22225,139.66089914,35.79955376,1.5786
-15575,-22225,139.66100978,35.79955392,1.5749
-15565,-22225,139.66112042,35.79955408,1.5688
-15555,-22225,139.66123107,35.79955424,1.5627
-15545,-22225,139.66134171,35.79955439,1.5587
-15535,-22225,139.66145235,35.79955455,1.5554
-15525,-22225,139.66156299,35.79955471,1.5524
-15515,-22225,139.66167363,35.79955487,1.5550
-15505,-22225,139.66178427,35.79955503,1.5587
-15495,-22225,139.66189491,35.79955518,1.5604
-15485,-22225,139.66200555,35.79955534,1.5618
-15475,-22225,139.66211619,35.79955550,1.5629
-15465,-22225,139.66222683,35.79955566,1.5635
-15455,-22225,139.66233747,35.79955581,1.5602
-15445,-22225,139.66244811,35.79955597,1.5526
-15435,-22225,139.66255875,35.79955613,1.5549
-15425,-22225,139.66266939,35.79955629,1.5597
-15415,-22225,139.66278003,35.79955644,1.5648
-15405,-22225,139.66289068,35.79955660,1.5729
-15395,-22225,139.66300132,35.79955676,1.5752
-15385,-22225,139.66311196,35.79955691,1.5736
-15375,-22225,139.66322260,35.79955707,1.5707
-15365,-22225,139.66333324,35.79955723,1.5696
-15355,-22225,139.66344388,35.79955738,1.5698
-15345,-22225,139.66355452,35.79955754,1.5678
-15335,-22225,139.66366516,35.79955770,1.5634
-15325,-22225,139.66377580,35.79955785,1.5594
-15315,-22225,139.66388644,35.79955801,1.5572
-15305,-22225,139.66399708,35.79955816,1.5550
-15295,-22225,139.66410772,35.79955832,1.5541
-15285,-22225,139.66421836,35.79955847,1.5504
-15265,-22225,139.66443965,35.79955879,1.5557
-15255,-22225,139.66455029,35.79955894,1.5504
-15245,-22225,139.66466093,35.79955910,1.5543
-15235,-22225,139.66477157,35.79955925,1.5599
-15225,-22225,139.66488221,35.79955941,1.5607
-15215,-22225,139.66499285,35.79955956,1.5604
-15205,-22225,139.66510349,35.79955972,1.5632
-15195,-22225,139.66521413,35.79955987,1.5621
-15185,-22225,139.66532477,35.79956003,1.5599
-15175,-22225,139.66543541,35.79956018,1.5587
-15165,-22225,139.66554605,35.79956033,1.5562
-15155,-22225,139.66565669,35.79956049,1.5575
