X（m）,Y（m）,経度（度）,緯度（度）,津波高（最大）（m）
-63555,-194475,139.14334589,34.24495381,10.2013
-63545,-194475,139.14345445,34.24495442,9.6441
-63535,-194475,139.14356300,34.24495503,9.7660
-63545,-194485,139.14345518,34.24486427,9.8804
-63575,-194545,139.14313392,34.24432152,10.5817
-63565,-194545,139.14324248,34.24432213,10.3777
-63555,-194545,139.14335104,34.24432274,10.1583
-63565,-194555,139.14324322,34.24423198,10.5787
-63555,-194555,139.14335177,34.24423259,10.4157
-63545,-194555,139.14346033,34.24423320,10.5782
-63975,-194565,139.13879310,34.24411670,12.1769
-63965,-194565,139.13890166,34.24411731,12.2636
-63985,-194575,139.13868528,34.24402593,12.2220
-63975,-194575,139.13879384,34.24402654,12.1289
-63965,-194575,139.13890240,34.24402716,12.2328
-63985,-194585,139.13868602,34.24393578,12.4493
-63975,-194585,139.13879458,34.24393639,12.2187
-63965,-194585,139.13890314,34.24393701,12.2637
-63955,-194585,139.13901169,34.24393762,12.4620
-63975,-194595,139.13879532,34.24384624,12.3925
-63965,-194595,139.13890388,34.24384686,12.3495
-63665,-194595,139.14216059,34.24386526,11.3737
-63655,-194595,139.14226915,34.24386587,11.3021
-63975,-194605,139.13879606,34.24375609,12.5066
-63965,-194605,139.13890462,34.24375670,12.4411
-63655,-194605,139.14226988,34.24377572,11.1962
-63975,-194615,139.13879680,34.24366594,12.6281
-63965,-194615,139.13890536,34.24366655,12.5333
-63925,-194615,139.13933959,34.24366901,12.6845
-63675,-194615,139.14205351,34.24368434,11.2376
-63935,-194625,139.13923177,34.24357824,12.7596
-63925,-194625,139.13934033,34.24357886,12.6812
-63705,-194625,139.14172857,34.24359235,11.6392
-63675,-194625,139.14205424,34.24359419,11.1202
-63615,-194625,139.14270558,34.24359786,10.5140
-63935,-194635,139.13923251,34.24348809,12.8598
-63925,-194635,139.13934107,34.24348871,12.8526
-63915,-194635,139.13944962,34.24348932,12.6280
-63895,-194635,139.13966674,34.24349055,12.9150
-63735,-194635,139.14140364,34.24350036,12.1013
-63725,-194635,139.14151220,34.24350098,11.6995
-63715,-194635,139.14162075,34.24350159,11.6552
-63705,-194635,139.14172931,34.24350220,11.1571
-63695,-194635,139.14183787,34.24350281,11.2557
-63685,-194635,139.14194642,34.24350343,11.1633
-63675,-194635,139.14205498,34.24350404,11.0489
-63665,-194635,139.14216354,34.24350465,10.8810
-63655,-194635,139.14227209,34.24350526,10.8830
-63645,-194635,139.14238065,34.24350587,10.8130
-63635,-194635,139.14248921,34.24350649,10.7322
-63625,-194635,139.14259776,34.24350710,10.5504
-63615,-194635,139.14270632,34.24350771,10.4609
-63605,-194635,139.14281488,34.24350832,10.4080
-63595,-194635,139.14292343,34.24350893,10.6647
-63585,-194635,139.14303199,34.24350954,10.9335
-63575,-194635,139.14314055,34.24351015,11.1631
-63565,-194635,139.14324910,34.24351077,11.3403
-63555,-194635,139.14335766,34.24351138,11.4333
-63545,-194635,139.14346622,34.24351199,11.6006
-63945,-194645,139.13912469,34.24339733,12.8834
-63935,-194645,139.13923325,34.24339794,12.8876
-63915,-194645,139.13945036,34.24339917,12.8799
