,,,,,,,,,
,  4-(2)　　貨物取扱量　（一般貨物　品種別）,,,,,,,,単位：トン
,,,,,,,,,
,,,24年,25年,26年,27年,28年,29年,30年
1 ,総数,移出,"157,205 ","156,828 ","154,808 ","146,116 ","135,171 ","116,028 ","114,277 "
2 ,,移入,"812,402 ","643,801 ","705,898 ","698,534 ","1,031,278 ","621,625 ","534,941 "
3 ,,総数,"969,607 ","800,629 ","860,706 ","844,650 ","1,166,449 ","737,653 ","649,218 "
4 ,農水産品,移出,"18,652 ","8,211 ","12,577 ","15,464 ","13,682 ","12,297 ","12,457 "
5 ,,移入,"23,404 ","17,229 ","14,130 ","27,049 ","30,021 ","29,036 ","29,330 "
6 ,,総数,"42,056 ","25,440 ","26,707 ","42,513 ","43,703 ","41,333 ","41,787 "
7 ,林産品,移出,"1,050 ","9,768 ","3,679 ","6,186 ","4,442 ","2,246 ","2,681 "
8 ,,移入,"4,250 ","8,772 ","7,824 ","9,282 ","11,377 ","4,315 ","9,448 "
9 ,,総数,"5,300 ","18,540 ","11,503 ","15,468 ","15,819 ","6,561 ","12,129 "
10 ,鉱産品,移出,"3,204 ","6,516 ","2,413 ","3,865 ","1,474 ",332 ,342 
11 ,,移入,"469,846 ","299,464 ","328,503 ","337,452 ","702,661 ","333,963 ","247,242 "
12 ,,総数,"473,050 ","305,980 ","330,916 ","341,317 ","704,135 ","334,295 ","247,584 "
13 ,金属機械工業品,移出,"18,594 ","22,837 ","25,007 ","25,918 ","23,601 ","26,155 ","21,388 "
14 ,,移入,"71,377 ","71,181 ","72,527 ","105,132 ","55,569 ","60,833 ","52,332 "
15 ,,総数,"89,971 ","94,018 ","97,534 ","131,050 ","79,170 ","86,988 ","73,720 "
16 ,"化学
工業品",移出,"38,480 ","38,626 ","2,085 ","13,809 ","9,494 ","1,376 ","2,394 "
17 ,,移入,"144,990 ","139,405 ","142,443 ","127,154 ","129,797 ","103,633 ","102,541 "
18 ,,総数,"183,470 ","178,031 ","144,528 ","140,963 ","139,291 ","105,009 ","104,935 "
19 ,軽工業品,移出,"2,799 ","1,411 ","1,559 ","1,134 ",812 ,692 ,563 
20 ,,移入,"19,267 ","23,461 ","25,368 ","9,894 ","8,829 ","9,618 ","9,654 "
21 ,,総数,"22,066 ","24,872 ","26,927 ","11,028 ","9,641 ","10,310 ","10,217 "
22 ,雑工業品,移出,"10,491 ","3,242 ","2,902 ","4,643 ","3,631 ","4,192 ","5,340 "
23 ,,移入,"32,532 ","14,789 ","13,969 ","13,602 ","14,950 ","14,133 ","14,777 "
24 ,,総数,"43,023 ","18,031 ","16,871 ","18,245 ","18,581 ","18,325 ","20,117 "
25 ,特殊品,移出,"49,458 ","65,489 ","104,101 ","67,120 ","68,243 ","63,104 ","59,394 "
26 ,,移入,"39,266 ","68,401 ","100,490 ","64,260 ","68,099 ","65,169 ","67,499 "
27 ,,総数,"88,724 ","133,890 ","204,591 ","131,380 ","136,342 ","128,273 ","126,893 "
28 ,分類不能,移出,"14,477 ",728 ,485 ,"7,977 ","9,792 ","5,634 ","9,718 "
29 ,,移入,"7,470 ","1,099 ",644 ,"4,709 ","9,975 ",925 ,"2,118 "
30 ,,総数,"21,947 ","1,827 ","1,129 ","12,686 ","19,767 ","6,559 ","11,836 "
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
