海区,Sea region,区分,Classification,区分,Classification,生産量 Quantity
八丈海区,Hachijo sea area,藻類,Seaweed,総数,Total,-
八丈海区,Hachijo sea area,藻類,Seaweed,とさかのり,Comb paste,-
小笠原海区,Ogasawara sea area,総数,Total,,,479208
小笠原海区,Ogasawara sea area,魚類,Fish,総数,Total,437619
小笠原海区,Ogasawara sea area,魚類,Fish,かじき類,Swordfish,232677
小笠原海区,Ogasawara sea area,魚類,Fish,はまだい,Ruby snapper,80282
小笠原海区,Ogasawara sea area,魚類,Fish,まぐろ類,Tuna,39904
小笠原海区,Ogasawara sea area,その他の水産動物,Other marine animals,総数,Total,41589
小笠原海区,Ogasawara sea area,その他の水産動物,Other marine animals,かめ ,Sea turtle　,9342
小笠原海区,Ogasawara sea area,その他の水産動物,Other marine animals,いか,Squid,29575
小笠原海区,Ogasawara sea area,その他の水産動物,Other marine animals,いせえび,Spinylobster,2205
小笠原海区,Ogasawara sea area,貝類,Shellfish,総数,Total,-
小笠原海区,Ogasawara sea area,藻類,Seaweed,総数,Total,-
,,,,,,
東京都統計年鑑（平成30年）TOKYO STATISTICAL YEARBOOK ( 2018 ) 9　農林水産業 9 AGRICULTURE， FORESTRY， AND FISHERIES,,,,,,
9-7  海区別生産量（平成29年）9-7 CATCHES ( QUANTITY ) BY SEA REGION ( 2017 ),,,,,,
大手水産会社による遠洋・沖合漁業を除く。,,,,,,
Excluding deep sea and offshore activities by large fishery companies.,,,,,,
注) 数値は，主要生産量のみを掲げてあるので，内訳の合計は総数に一致しない。,,,,,,
Note: The total is not the sum of the details as detailed figures are given for key quantities only.,,,,,,
資料：都産業労働局農林水産部水産課 「東京都の水産」 Source: Bureau of Industrial and Labor Affairs， TMG,,,,,,
（単位　キログラム） (Quantity in kg),,,,,,
