年（昭和・平成）,58,64,7,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
区部合計／増加率(%),3,6.2,7,1.3,0.5,1.7,3.1,1.9,-0.4,0.9,1.6,0.8,0.5,0.1,0.9,0.5,0.3,0.7,0.7,0.3,0.5,0.7
区部合計／増加量(千m2),1083,2820,4614,1004,445,1375,2559,1590,-308,758,1407,699,472,75,804,480,314,630,601,233,466,610
区部合計／ストック(千m2),36811,48306,70367,81060,81504,82880,85439,87029,86721,87479,88886,89585,90057,90132,90936,91416,91729,92360,92961,93194,93660,94271
都心３区／増加率(%),3.2,5.4,3.6,1.5,0.3,2.8,4.8,2.2,0.5,1.2,1.5,1,0.4,-0.1,0.5,-0.3,-0.1,1.7,0.9,0.2,1.1,0.8
都心３区／増加量(千m2),672,1416,1261,567,131,1133,1967,927,206,541,648,440,200,-34,213,-146,-42,759,422,77,502,388
都心３区／ストック(千m2),21860,27816,35894,39689,39820,40953,42920,43847,44053,44594,45242,45681,45881,45846,46060,45914,45873,46632,47054,47131,47634,48022
新宿区+渋谷区／増加率(%),2.7,5.8,6.7,2,0.4,0.4,1.4,1.6,-1.3,-0.5,0.9,-0.1,0.7,0.2,-0.1,3,1.9,-0.2,-0.6,0.3,0.6,0.4
新宿区+渋谷区／増加量(千m2),137,373,619,240,44,52,169,207,-164,-60,116,-14,94,25,-11,379,249,-21,-79,40,86,57
新宿区+渋谷区／ストック(千m2),5201,6837,9926,12337,12380,12432,12601,12808,12643,12583,12699,12684,12778,12803,12792,13171,13419,13398,13319,13358,13444,13501
都心５区／増加率(%),3.1,5.4,4.3,1.6,0.3,2.3,4,2,0.1,0.8,1.3,0.7,0.5,0,0.4,0.4,0.4,1.2,0.6,0.2,1,0.7
都心５区／増加量(千m2),809,1789,1880,808,174,1185,2136,1134,41,481,763,425,294,-10,202,233,207,738,343,117,588,446
都心５区／ストック(千m2),27061,34653,45820,52026,52200,53385,55521,56655,56696,57177,57940,58365,58659,58649,58852,59085,59292,60030,60373,60489,61077,61523
周辺18区／増加率(%),2.9,8.2,12.5,0.7,0.9,0.6,1.4,1.5,-1.2,0.9,2.1,0.9,0.6,0.3,1.9,0.8,0.3,-0.3,0.8,0.4,-0.4,0.5
周辺18区／増加量(千m2),274,1031,2734,196,270,190,424,456,-349,277,644,274,178,85,601,247,107,-107,258,116,-122,165
周辺18区／ストック(千m2),9750,13653,24547,29034,29304,29494,29918,30374,30025,30302,30946,31220,31398,31483,32084,32331,32438,32330,32589,32705,32583,32748
