,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,,
品種,,合計,,,品川,,,,,,品川,,,,,,13号地その2,,,品種,,,,,,,
,,,,,合計,,,品川岸壁,,,品川コンテナ,,,品川外貿,,,合計,,,,,,,,,,
,,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,,,,,,,,
合計,,"48,151,899","12,950,374","35,201,525","4,374,927","1,096,066","3,278,861","4,374,927","1,096,066","3,278,861","4,342,721","1,093,150","3,249,571","32,206","2,916","29,290","15,750,603","3,409,745","12,340,858",合計,,,,,,,
農水産品,,"4,515,935","369,922","4,146,013","217,024","14,407","202,617","217,024","14,407","202,617","215,894","14,407","201,487","1,130",-,"1,130","1,070,570","112,533","958,037",農水産品,,,,,,,
1,麦,"21,219",45,"21,174",29,15,14,29,15,14,29,15,14,-,-,-,"3,353",30,"3,323",1,麦,,,,,,
2,米,"25,787","3,127","22,660",615,15,600,615,15,600,615,15,600,-,-,-,"5,386",552,"4,834",2,米,,,,,,
3,とうもろこし,"5,205",37,"5,168",225,-,225,225,-,225,225,-,225,-,-,-,815,-,815,3,とうもろこし,,,,,,
4,豆類,"124,914",191,"124,723",327,-,327,327,-,327,327,-,327,-,-,-,"22,890",26,"22,864",4,豆類,,,,,,
5,その他雑穀,"3,341",104,"3,237",-,-,-,-,-,-,-,-,-,-,-,-,"1,524",89,"1,435",5,その他雑穀,,,,,,
6,野菜・果物,"1,201,193","30,238","1,170,955","86,629",551,"86,078","86,629",551,"86,078","85,581",551,"85,030","1,048",-,"1,048","396,734","17,687","379,047",6,野菜・果物,,,,,,
7,綿花,516,12,504,60,-,60,60,-,60,60,-,60,-,-,-,69,-,69,7,綿花,,,,,,
8,その他農産品,"244,717","9,267","235,450","17,739",266,"17,473","17,739",266,"17,473","17,739",266,"17,473",-,-,-,"58,985","1,665","57,320",8,その他農産品,,,,,,
9,羊毛,692,-,692,30,-,30,30,-,30,30,-,30,-,-,-,283,-,283,9,羊毛,,,,,,
10,その他畜産品,"1,655,687","37,892","1,617,795","35,743","5,117","30,626","35,743","5,117","30,626","35,743","5,117","30,626",-,-,-,"222,864","22,712","200,152",10,その他畜産品,,,,,,
11,水産品,"1,232,664","289,009","943,655","75,627","8,443","67,184","75,627","8,443","67,184","75,545","8,443","67,102",82,-,82,"357,667","69,772","287,895",11,水産品,,,,,,
林産品,,"1,034,820","26,154","1,008,666","59,185","2,903","56,282","59,185","2,903","56,282","58,345","2,903","55,442",840,-,840,"417,549","15,779","401,770",林産品,,,,,,,
12,原木,"4,702","2,342","2,360",633,498,135,633,498,135,633,498,135,-,-,-,"2,443","1,653",790,12,原木,,,,,,
13,製材,"880,636","22,089","858,547","51,264","2,393","48,871","51,264","2,393","48,871","50,424","2,393","48,031",840,-,840,"358,179","13,154","345,025",13,製材,,,,,,
14,樹脂類,"85,662","1,331","84,331",681,6,675,681,6,675,681,6,675,-,-,-,"30,793",778,"30,015",14,樹脂類,,,,,,
15,木材チップ,"4,156",229,"3,927",60,-,60,60,-,60,60,-,60,-,-,-,"1,746",189,"1,557",15,木材チップ,,,,,,
16,その他林産品,"4,679",6,"4,673",111,6,105,111,6,105,111,6,105,-,-,-,"2,753",-,"2,753",16,その他林産品,,,,,,
17,薪炭,"54,985",157,"54,828","6,436",-,"6,436","6,436",-,"6,436","6,436",-,"6,436",-,-,-,"21,635",5,"21,630",17,薪炭,,,,,,
鉱産品,,"301,479","18,168","283,311","33,276","4,644","28,632","33,276","4,644","28,632","33,276","4,644","28,632",-,-,-,"132,681","6,536","126,145",鉱産品,,,,,,,
18,石炭,"32,087",79,"32,008","2,009",-,"2,009","2,009",-,"2,009","2,009",-,"2,009",-,-,-,"10,326",-,"10,326",18,石炭,,,,,,
19,鉄鉱石,294,21,273,-,-,-,-,-,-,-,-,-,-,-,-,96,21,75,19,鉄鉱石,,,,,,
20,金属鉱,"5,715",70,"5,645",330,60,270,330,60,270,330,60,270,-,-,-,765,-,765,20,金属鉱,,,,,,
21,砂利・砂,"14,120",793,"13,327","1,949",58,"1,891","1,949",58,"1,891","1,949",58,"1,891",-,-,-,"4,006",600,"3,406",21,砂利・砂,,,,,,
22,石材,"105,004","1,359","103,645","5,169",9,"5,160","5,169",9,"5,160","5,169",9,"5,160",-,-,-,"65,249","1,238","64,011",22,石材,,,,,,
23,原油,"2,250",-,"2,250",30,-,30,30,-,30,30,-,30,-,-,-,780,-,780,23,原油,,,,,,
24,りん鉱石,57,-,57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,,
