1,東京都生計分析調査　令和 5年 4月,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,主　　要　　指　　標　　　３　　―　無職世帯　―,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,注1）平成30年1月に調査で使用する家計簿を改正し順次変更を行ったため、平成31年・令和元年の「対前年増加率」の値には当該改正の影響による変動が含まれ得る。,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,注2）平成31年・令和元年からは、調査対象に農林漁家世帯を含めている。　※令和５年１月から４月の４か月分及び「令和５年１～３月」について、令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,hyoutou0,hyoutou0,hyoutou0,hyoutou0,hyoutou0,hyoutou1,hyoutou2,hyoutou3,hyoutou3,hyoutou2,hyoutou2,hyoutou3,hyoutou1,hyoutou0,hyoutou0,hyoutou1,hyoutou1,hyoutou1,hyoutou1,hyoutou1,hyoutou1,hyoutou1,hyoutou1,hyoutou1,hyoutou1
6,,,,youto001,youto002,youto003,youto004,youto005,youto006,youto007,youto008,youto009,youto010,youto011,youto012,youto013,youto014,youto015,youto016,youto017,youto018,youto019,youto020,youto021,youto022,youto023,youto024,youto025
7,実数・増減率,年次・四半期・月次コード,年次・四半期・月次,調査世帯数(世帯）,世帯人員（人）,有業人員（人）,世帯主平均年齢（歳）,実収入（円）,実収入／経常収入（円）,実収入／経常収入／勤め先収入（円）,実収入／経常収入／勤め先収入／世帯主の配偶者の収入（円）,実収入／経常収入／勤め先収入／他の世帯員収入（円）,実収入／経常収入／事業・内職収入（円）,実収入／経常収入／他の経常収入（円）,実収入／経常収入／他の経常収入／社会保障給付（円）,実収入／特別収入（円）,可処分所得（円）,消費支出（円）,消費支出／食料（円）,消費支出／住居（円）,消費支出／光熱・水道（円）,消費支出／家具・家事用品（円）,消費支出／被服及び履物（円）,消費支出／保健医療（円）,消費支出／交通・通信（円）,消費支出／教育（円）,消費支出／教養娯楽（円）,消費支出／その他の消費支出（円）
8,Jissu,nen,実数_平成31年・令和元年平均,241,2.34,0.45,75.1,223225,217352,25747,7776,17971,5904,185701,180681,5873,188050,269148,78516,18849,20576,11172,8897,17761,25100,2119,31913,54246
9,Jissu,nen,実数_令和 2年平均,222,2.38,0.46,75.1,260776,234119,26369,6890,19479,12544,195206,189701,26657,223687,263689,82388,22975,22219,11414,6156,20467,25486,1684,24980,45919
10,Jissu,nen,実数_令和 3年平均,214,2.34,0.43,75.1,235231,228818,32643,9198,23445,6694,189480,183738,6413,195835,253223,79382,23196,20297,11282,6594,18792,20104,2351,24759,46466
11,Jissu,nen,実数_令和 4年平均,211,2.25,0.41,75.3,248209,230354,27815,13357,14458,8229,194309,185240,17855,214648,265685,79514,23096,22860,10720,5945,18901,27463,636,27505,49046
12,Jissu,sihan,実数_令和 4年 1～ 3月,216,2.26,0.40,75.2,168896,157174,21046,6988,14058,7842,128285,123999,11723,141964,257726,73710,17444,27117,8412,5127,16121,28087,447,23968,57295
13,Jissu,sihan,実数_令和 4年 4～ 6月,221,2.27,0.39,75.3,325217,288487,23643,10297,13347,7612,257232,248688,36730,281620,269867,78172,27754,23185,10050,6372,16366,33466,1592,27083,45827
14,Jissu,sihan,実数_令和 4年 7～ 9月,210,2.24,0.42,75.4,176783,173057,29224,13142,16082,8983,134850,129849,3725,150020,253404,79242,19268,19492,11385,4810,22989,21122,202,30697,44197
15,Jissu,sihan,実数_令和 4年10～12月,196,2.25,0.42,75.3,321938,302697,37349,23002,14347,8480,256869,238423,19240,284989,281742,86933,27916,21644,13031,7472,20128,27176,302,28274,48866
16,Jissu,sihan,実数_令和 5年 1～ 3月,182,2.33,0.46,74.7,175766,165292,33389,18491,14898,8067,123837,119355,10475,150637,248826,75762,17644,32593,7192,5685,15488,22908,1623,28203,41729
17,Jissu,tuki,実数_令和 4年 4月,225,2.24,0.38,75.4,404541,395532,20124,8317,11808,6867,368541,363027,9008,371147,273226,74599,16633,27181,8229,6040,15104,39979,3114,30826,51521
18,Jissu,tuki,実数_令和 4年 5月,221,2.28,0.38,75.3,40668,33893,16707,7207,9500,4842,12344,10270,6774,11186,291855,80896,42922,21832,8968,6060,19217,40259,1536,26866,43299
19,Jissu,tuki,実数_令和 4年 6月,216,2.28,0.40,75.1,530442,436035,34099,15366,18732,11126,390810,372767,94408,462528,244521,79022,23708,20542,12952,7016,14777,20161,127,23556,42660
20,Jissu,tuki,実数_令和 4年 7月,207,2.26,0.42,75.4,55544,52111,33604,13602,20002,7996,10511,6816,3433,43197,248211,78449,17829,17298,11583,4444,19592,19070,266,40594,39085
21,Jissu,tuki,実数_令和 4年 8月,214,2.24,0.43,75.5,420037,414520,24451,11396,13054,10095,379974,374572,5516,367875,262008,80128,17917,20867,10860,4377,27956,20831,58,24278,54738
22,Jissu,tuki,実数_令和 4年 9月,208,2.23,0.41,75.2,54767,52540,29617,14428,15189,8858,14065,8158,2227,38989,249994,79148,22059,20312,11712,5609,21419,23465,283,27219,38768
23,Jissu,tuki,実数_令和 4年10月,204,2.26,0.40,75.2,423439,417322,31406,15421,15985,8790,377127,368566,6116,375111,271938,82710,13790,21201,16256,8878,20176,33894,791,30352,43892
24,Jissu,tuki,実数_令和 4年11月,193,2.24,0.41,75.7,101477,61786,34361,23927,10434,6846,20578,4477,39691,86303,282862,78883,49869,19354,13482,7308,19333,26097,39,27519,40976
