No,生産地  ,Breeding location,検査結果(Bq/kg) ,Level of radioactive contaminants(Bq/kg) ,備考,Notes
1,茨城,Ibaraki,検出せず,ND（not detectable),,
2,茨城,Ibaraki,検出せず,ND（not detectable),,
3,茨城,Ibaraki,検出せず,ND（not detectable),,
4,茨城,Ibaraki,検出せず,ND（not detectable),,
5,茨城,Ibaraki,検出せず,ND（not detectable),,
6,茨城,Ibaraki,検出せず,ND（not detectable),,
7,茨城,Ibaraki,検出せず,ND（not detectable),,
8,茨城,Ibaraki,検出せず,ND（not detectable),,
9,茨城,Ibaraki,検出せず,ND（not detectable),,
10,茨城,Ibaraki,検出せず,ND（not detectable),,
11,茨城,Ibaraki,検出せず,ND（not detectable),,
12,茨城,Ibaraki,検出せず,ND（not detectable),,
13,茨城,Ibaraki,検出せず,ND（not detectable),,
14,茨城,Ibaraki,検出せず,ND（not detectable),,
15,茨城,Ibaraki,検出せず,ND（not detectable),,
16,茨城,Ibaraki,検出せず,ND（not detectable),,
17,茨城,Ibaraki,検出せず,ND（not detectable),,
18,茨城,Ibaraki,検出せず,ND（not detectable),,
19,茨城,Ibaraki,検出せず,ND（not detectable),,
20,茨城,Ibaraki,検出せず,ND（not detectable),,
21,茨城,Ibaraki,検出せず,ND（not detectable),,
22,茨城,Ibaraki,検出せず,ND（not detectable),,
23,茨城,Ibaraki,検出せず,ND（not detectable),,
24,茨城,Ibaraki,検出せず,ND（not detectable),,
25,茨城,Ibaraki,検出せず,ND（not detectable),,
26,茨城,Ibaraki,検出せず,ND（not detectable),,
27,茨城,Ibaraki,検出せず,ND（not detectable),,
28,茨城,Ibaraki,検出せず,ND（not detectable),,
29,茨城,Ibaraki,検出せず,ND（not detectable),,
30,茨城,Ibaraki,検出せず,ND（not detectable),,
31,茨城,Ibaraki,検出せず,ND（not detectable),,
32,茨城,Ibaraki,検出せず,ND（not detectable),,
33,茨城,Ibaraki,検出せず,ND（not detectable),,
34,茨城,Ibaraki,検出せず,ND（not detectable),,
35,茨城,Ibaraki,検出せず,ND（not detectable),,
36,茨城,Ibaraki,検出せず,ND（not detectable),,
37,北海道,Hokkaido,検出せず,ND（not detectable),,
38,北海道,Hokkaido,検出せず,ND（not detectable),,
39,北海道,Hokkaido,検出せず,ND（not detectable),,
40,北海道,Hokkaido,検出せず,ND（not detectable),,
41,北海道,Hokkaido,検出せず,ND（not detectable),,
42,北海道,Hokkaido,検出せず,ND（not detectable),,
43,北海道,Hokkaido,検出せず,ND（not detectable),,
44,北海道,Hokkaido,検出せず,ND（not detectable),,
45,北海道,Hokkaido,検出せず,ND（not detectable),,
46,北海道,Hokkaido,検出せず,ND（not detectable),,
47,北海道,Hokkaido,検出せず,ND（not detectable),,
48,北海道,Hokkaido,検出せず,ND（not detectable),,
49,北海道,Hokkaido,検出せず,ND（not detectable),,
50,北海道,Hokkaido,検出せず,ND（not detectable),,
