年次・月次コード,年次・月次,都平均,第1階層,第2階層,第3階層,第4階層,第5階層,第6階層,第7階層
nen,平成24年平均,24.5,42.6,35,31.7,29.1,27.1,23.4,15.2
nen,平成25年平均,24.1,43.7,35.8,32.5,28.8,26.5,23.9,14
nen,平成26年平均,25,44.4,36.2,31.8,29.9,27.5,24.7,15.4
nen,平成27年平均,25.6,45.2,37.2,33.2,29.9,28.6,25.2,15.7
nen,平成28年平均,26.4,48.5,39.2,34.5,31.7,29.4,25.6,15.9
nen,平成29年平均,26.1,48,39.1,34.6,31.4,29,25.8,15.5
nen,平成30年平均,26.7,49.5,38.5,35.2,32.3,29.5,26,16.1
tuki,平成30年 7月,26.1,52.2,37.8,35,30.3,28.8,25.4,15.9
tuki,平成30年 8月,27.8,50.1,37.6,34.6,32.4,31,25.8,17.6
tuki,平成30年 9月,27.2,50.8,40.9,36.4,30.8,29.2,26.4,16.7
tuki,平成30年10月,26.7,50,37.7,36.6,33.4,28.1,26.6,15.7
tuki,平成30年11月,26.4,50.1,37.3,35,31.6,28.4,25.7,16.6
tuki,平成30年12月,27.7,48.7,38.3,37.7,34.2,29.6,27.3,16.8
tuki,平成31年 1月,25.5,47,37.1,32,30.3,27.3,23.5,16.6
tuki,平成31年 2月,26.8,49.8,39.8,35.1,31.9,28.5,26,16.3
tuki,平成31年 3月,27,52,39.7,36.7,29.6,28.7,24.8,16.9
tuki,平成31年 4月,25.9,49.4,39.2,36.3,34.7,28.7,24.3,14.6
tuki,令和元年 5月,25.4,49.3,40.1,36.3,30.5,29,23.7,14.6
tuki,令和元年 6月,27.4,49.9,39.6,36.7,35.1,29.9,25.2,16.1
tuki,令和元年 7月,26.3,49.5,42.7,35.8,32.5,29.1,24.8,15.4
,,,,,,,,,
東京都生計分析調査　令和元年 7月,,,,,,,,,
主　　要　　指　　標　　　４　　―　全世帯，生計支出７分位階層別　―,,,,,,,,,
エンゲル係数  　 　　〔＝（食料費÷消費支出） ×１００〕,,,,,,,,,
