規模,和暦年,西暦年,年平均・月・対前月比・対前年同月比,調査産業計,調査産業計／対前月比（％）,調査産業計／対前年同月比（％）,鉱業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業,卸売・小売業,金融・保険業,不動産業,飲食店，宿泊業,医療，福祉,教育，学習支援業,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成17,2005,年平均,100,－,－,100,100,100,100,100,100,100,100,100,100,100,100,100,100
５人以上,平成18,2006,年平均,100.9,－,0.9,80.1,102.2,100.1,103.4,101.6,101.1,102,101.9,99.9,96.2,97.8,98.9,99.5,102.7
５人以上,平成18,2006,8月,101.3,-0.3,1.2,80.7,102.3,100.3,102.6,102,102.5,104.1,101.6,100.2,95.4,97.7,97.7,97.8,102.8
５人以上,平成18,2006,9月,101.4,0.1,1.7,80.8,101.3,99.7,102.6,101.5,103.3,104.3,102,99.9,96.9,97.3,98.6,97.4,102.8
５人以上,平成18,2006,10月,101.7,0.3,1.8,80,103.2,99.7,102.6,101.3,101.9,104.2,103.1,99.2,97.7,98,99.5,97.9,103.4
５人以上,平成18,2006,11月,101.5,-0.2,1.6,79.3,103.2,99.4,102.8,101.4,101.5,103.7,102.9,99.2,97,97,99.7,98.9,103.6
５人以上,平成18,2006,12月,101.4,-0.1,1.5,79.5,103.3,99.3,102.7,101.1,99.2,103.5,102,98.8,97.6,97.8,99.7,108,103.7
５人以上,平成19,2007,1月,101,-0.4,1.4,80.4,103,97.7,102.6,100.9,98.6,103,101.9,101,97.6,97.2,99.7,104.4,103.7
５人以上,平成19,2007,2月,100.9,-0.1,1.5,79.6,103,97.7,102.4,98.7,99.1,103,102,100.1,96.5,97.6,99.1,104.3,104.2
５人以上,平成19,2007,3月,100.5,-0.4,1.5,79.1,101.5,97.6,102.5,99.3,98.8,102.5,101.5,100.3,96.6,97.7,97.2,102.8,104
５人以上,平成19,2007,4月,102.8,2.3,1.5,79.9,103.5,99.7,104.6,104.6,100.7,103.8,109.2,102.3,96.8,98.1,101.4,102.3,105.8
５人以上,平成19,2007,5月,102.9,0.1,1.6,80.6,103.9,99.4,104.4,104.2,100.4,104,109.5,102.2,97.9,97.6,102.2,102.7,105.5
５人以上,平成19,2007,6月,102.8,-0.1,1.7,80.1,103.7,99,103.9,103.5,100,103.9,108.6,101.3,99.8,98.7,102.6,103.6,105
５人以上,平成19,2007,7月,103,0.2,1.4,78,103.5,98.9,103,103.6,100.4,104.4,108.3,100.9,101,98.4,102.5,102.8,105.2
５人以上,平成19,2007,8月,102.7,-0.3,1.4,77.3,102.8,98.9,102.1,103.6,100.4,104.3,107.8,100.1,100,98.2,101.1,103,105.1
５人以上,平成19,2007,8月（対前月比（％））,－,－,－,-0.9,-0.7,0,-0.9,0,0,-0.1,-0.5,-0.8,-1,-0.2,-1.4,0.2,-0.1
５人以上,平成19,2007,8月（対前年同月比（％））,－,－,－,-4.2,0.5,-1.4,-0.5,1.6,-2,0.2,6.1,-0.1,4.8,0.5,3.5,5.3,2.2
,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成１９年８月分,,,,,,,,,,,,,,,,,,,,
第１５－１表　常用雇用指数　（事業所規模５人以上）,,,,,,,,,,,,,,,,,,,,
（平成１７年平均＝100）,,,,,,,,,,,,,,,,,,,,
