実数・増加率,年次・四半期・月次コード,年次・四半期・月次,西暦（年）,月,調査世帯数（世帯）,世帯人員（人）,有業人員（人）,世帯主平均年齢（歳）,実収入（円）,実収入／経常収入（円）,実収入／経常収入／勤め先収入（円）,実収入／経常収入／勤め先収入／世帯主の配偶者の収入（円）,実収入／経常収入／勤め先収入／他の世帯員収入（円）,実収入／経常収入／事業・内職収入（円）,実収入／経常収入／他の経常収入（円）,実収入／経常収入／他の経常収入／社会保障給付（円）,実収入／特別収入（円）,可処分所得（円）,消費支出（円）,消費支出／食料（円）,消費支出／住居（円）,消費支出／光熱・水道（円）,消費支出／家具・家事用品（円）,消費支出／被服及び履物（円）,消費支出／保健医療（円）,消費支出／交通・通信（円）,消費支出／教育（円）,消費支出／教養娯楽（円）,消費支出／その他の消費支出（円）
jissu,tuki,実数_平成25年1月,2013,1,227,2.32,0.35,73,32612,25789,11268,2845,8423,5065,9457,6571,6823,15454,271048,64344,15402,29019,7353,10139,16183,29376,1457,32103,65673
jissu,tuki,実数_平成25年2月,2013,2,232,2.33,0.35,73,330219,328225,12027,3869,8158,5918,310279,307825,1994,289199,250754,66818,13454,31284,10394,7292,16191,20726,494,32675,51426
jissu,tuki,実数_平成25年3月,2013,3,247,2.36,0.39,73.3,33536,28499,8874,2702,6172,6472,13153,10805,5038,21313,282951,74145,18893,27992,9313,7350,21602,26607,400,31939,64709
jissu,tuki,実数_平成25年4月,2013,4,256,2.39,0.4,73.1,341318,330567,8223,4287,3936,8432,313912,311559,10751,299395,272695,72672,22200,24426,6337,9242,19665,19249,5913,33947,59043
jissu,tuki,実数_平成25年5月,2013,5,251,2.38,0.39,72.8,31958,25367,8235,3281,4955,5426,11705,10041,6592,-1544,279031,74546,37562,22600,10996,9583,18812,22331,196,32773,49631
jissu,tuki,実数_平成25年6月,2013,6,250,2.43,0.41,73.1,384786,345507,13933,4279,9654,7651,323923,322420,39279,313110,279580,73572,28667,19111,11056,9812,20004,23907,477,31000,61973
jissu,tuki,実数_平成25年7月,2013,7,239,2.45,0.45,73.1,35819,32442,15645,5801,9844,8026,8770,7476,3378,3056,307098,73795,29352,18735,14460,10867,16710,23847,1277,34043,84011
jissu,tuki,実数_平成25年8月,2013,8,233,2.45,0.46,73.8,329332,324939,22737,6128,16609,6525,295676,291676,4393,290135,278122,75202,20128,21687,14436,7012,19384,21005,255,29219,69793
jissu,tuki,実数_平成25年9月,2013,9,225,2.46,0.47,73.5,44016,38032,23686,6873,16813,6870,7476,5503,5984,19486,304173,71419,28815,21361,8074,7628,19366,39616,749,38865,68281
jissu,tuki,実数_平成25年10月,2013,10,226,2.48,0.47,73.5,347930,344407,28961,6461,22501,8144,307301,305338,3523,311183,279366,72431,39311,20057,11268,9576,19830,17663,1150,38424,49657
jissu,tuki,実数_平成25年11月,2013,11,229,2.51,0.49,73.4,48067,43279,28154,5776,22378,5946,9179,2499,4788,36543,267801,70228,22250,20708,9777,9522,15601,21957,986,26249,70522
jissu,tuki,実数_平成25年12月,2013,12,236,2.47,0.46,73.2,348124,344714,41662,12733,28930,8158,294894,279725,3410,305964,300938,90159,26059,23505,10841,8355,19536,21902,540,30080,69960
meimoku,nen,対前年（同期・同月）名目増加率_平成22年平均,2010,,-,-,-,-,-7.4,-6.5,27.5,-4.6,58.9,-32.1,-8.1,-8,-28.9,-9.4,-4,-2.4,-9.1,1.4,-7.1,-11.2,-7.3,2.1,400.8,3.3,-11.6
meimoku,nen,対前年（同期・同月）名目増加率_平成23年平均,2011,,-,-,-,-,0.3,0.7,-14.2,7.6,-27.1,23.3,1.6,2.2,-12.9,1.5,-1.4,2.6,-10.9,-7,6.9,3.8,3.9,-9.9,-7,-6.8,2.4
meimoku,nen,対前年（同期・同月）名目増加率_平成24年平均,2012,,-,-,-,-,-2.5,-2.6,18.8,10.6,25.9,-5.4,-4.5,-4.2,1.5,-2.1,3.5,2,23.8,12.1,-4,5,4.3,10.9,83.2,-7,-2.2
meimoku,nen,対前年（同期・同月）名目増加率_平成25年(速報),2013,,-,-,-,-,1.6,0.1,0.4,-32.5,25.5,11.1,-0.3,0.2,52.1,-0.5,3,-0.8,9.6,4.1,7,-0.9,1.2,1.5,-64.7,5,8.6
meimoku,sihan,対前年（同期・同月）名目増加率_平成24年10～12月,2012,10～12,-,-,-,-,-14,-14.9,0.4,-70.7,91,-37.5,-15.4,-15.5,59.5,-16.5,1.3,-1.7,48.4,12.3,-4,1.5,-3.3,0.2,170,-5.9,-5
meimoku,sihan,対前年（同期・同月）名目増加率_平成25年1～3月,2013,1～3,-,-,-,-,-7.2,-7.7,-48.7,-71.1,-24.5,-23.1,1.2,0.6,8.9,-10.4,4.5,-3.3,16.9,3.1,15.7,8.2,-2,32.3,-74.1,13.6,2.3
meimoku,sihan,対前年（同期・同月）名目増加率_平成25年4～6月,2013,4～6,-,-,-,-,0,-5.6,-51.5,-68.7,-25.2,-5.2,-1.2,1.4,268.1,-3.2,0.5,-0.7,5.1,-1.4,15.6,4.3,11.2,-5.1,-63.8,-2.6,5.9
meimoku,sihan,対前年（同期・同月）名目増加率_平成25年7～9月,2013,7～9,-,-,-,-,-3.9,-2.6,44.5,10.2,67.2,30.4,-10,-6.6,-30.6,-10.6,7.9,4,1.3,15.4,20,-0.2,-6.8,-4,-68.2,18.4,20.7
meimoku,sihan,対前年（同期・同月）名目増加率_平成25年10～12月,2013,10～12,-,-,-,-,12.5,13.3,82,181.1,62.6,77.5,5.5,2.7,-22.7,15.2,-0.7,-2.8,19.3,1.9,-14.7,-12.7,3.7,-10.9,-46.1,-6.1,4.9
meimoku,tuki,対前年（同期・同月）名目増加率_平成24年12月,2012,12,-,-,-,-,-17.6,-18,-17.1,-85.8,114.7,-67,-17,-17.5,20.9,-19.5,-0.5,-3.3,21.5,14.5,2.9,2.3,6.2,-0.8,-67.9,11.2,-14.2
meimoku,tuki,対前年（同期・同月）名目増加率_平成25年1月,2013,1,-,-,-,-,-27.8,-38.2,-44.1,-77,7.9,-44.3,-24.4,-40.6,97.9,-50.9,5.8,-3.6,11.3,7.6,9.5,7.8,6.6,35.9,-66.2,28.5,-1.2
meimoku,tuki,対前年（同期・同月）名目増加率_平成25年2月,2013,2,-,-,-,-,-1.7,-0.8,-47.7,-60.5,-38.1,10.5,2.6,2.9,-61.6,-3.3,-0.2,-5.3,14.5,3.8,16.6,19.6,-22.1,19.3,-71.6,12.2,-6
meimoku,tuki,対前年（同期・同月）名目増加率_平成25年3月,2013,3,-,-,-,-,-26.8,-31.7,-54.6,-74,-32.6,-21.6,-5.6,-15.5,23.5,-35.7,7.7,-1.2,23.8,-2,20.2,-0.6,12.9,40,-86.8,3,14.4
meimoku,tuki,対前年（同期・同月）名目増加率_平成25年4月,2013,4,-,-,-,-,-3.9,-5.3,-61.9,-69.3,-48.2,0.6,-1.6,-0.3,72.8,-7,3.3,-0.2,34.8,-4,-8.3,7.2,36.3,-19.4,-52.6,19,8.7
meimoku,tuki,対前年（同期・同月）名目増加率_平成25年5月,2013,5,-,-,-,-,-27.2,-33.7,-57,-69.1,-42,-42.7,21.4,66.2,16.8,-113.5,-9.8,-3.3,-23.9,-1,54.5,12.1,-6.9,-15,-95.4,-15.1,-10.2
meimoku,tuki,対前年（同期・同月）名目増加率_平成25年6月,2013,6,-,-,-,-,7.1,-2.8,-36.4,-67.7,11.6,58.5,-1.5,1.8,...,5,10.3,1.6,56.2,1.5,5.1,-4.5,11.5,26.9,-67.1,-6.7,20.4
meimoku,tuki,対前年（同期・同月）名目増加率_平成25年7月,2013,7,-,-,-,-,-25.3,-26.5,23.6,-13.8,65.9,29.2,-65.3,-34.3,-10.8,-85.6,21.1,3,91.7,16.5,17.3,-9,-10,16.6,106,11.2,49.7
meimoku,tuki,対前年（同期・同月）名目増加率_平成25年8月,2013,8,-,-,-,-,-3.3,-1.6,69.2,21.3,98.1,1.7,-4.7,-5.1,-57,-4.2,-11.4,5.2,-57.4,11.7,43,-5.8,-10.5,-42,200,5.7,-4.1
meimoku,tuki,対前年（同期・同月）名目増加率_平成25年9月,2013,9,-,-,-,-,18,20.7,40.6,30,45.5,80.8,-31.2,-27.5,2.9,-24.7,18.6,3.8,95.3,18.4,-3.9,23.7,0.6,26.6,-88.4,38.8,23.7
meimoku,tuki,対前年（同期・同月）名目増加率_平成25年10月,2013,10,-,-,-,-,12.9,12.7,100.5,126.5,94.2,37.2,7.7,7.3,39.4,16.7,-4,-0.7,14.7,1.8,-7.5,-9.7,12.8,-20.8,-75.6,1.5,-15.8
meimoku,tuki,対前年（同期・同月）名目増加率_平成25年11月,2013,11,-,-,-,-,24.1,39.8,74.1,71.2,74.9,50.4,-15.3,-73.5,-38.4,33.3,7.1,-1.8,57.7,10.7,-0.2,-11.7,-2.4,-8.6,473.3,-7.6,24.9
meimoku,tuki,対前年（同期・同月）名目増加率_平成25年12月,2013,12,-,-,-,-,10.7,11.4,76.2,379.6,37.8,208.7,4.1,0.5,-29.9,11.9,-3.8,-5,4.1,-4.8,-29.6,-17,0.5,-3.5,500,-13.3,6.2
jissitu,nen,対前年（同期・同月）実質増加率_平成22年平均,2010,,-,-,-,-,-6.5,-5.6,28.8,-3.6,60.5,-31.4,-7.2,-7.1,-28.2,-8.5,-3,-2,-8.5,3.7,-3,-9.8,-6.8,1.9,426.1,4.9,-
jissitu,nen,対前年（同期・同月）実質増加率_平成23年平均,2011,,-,-,-,-,0.8,1.2,-13.8,8.1,-26.7,23.9,2.1,2.7,-12.5,2,-0.9,3.3,-10.4,-9.4,13.2,3.4,4.5,-10.4,-7,-3.5,-
jissitu,nen,対前年（同期・同月）実質増加率_平成24年平均,2012,,-,-,-,-,-2,-2.1,19.4,11.2,26.5,-4.9,-4,-3.7,2,-1.6,4,2.7,24.5,5.6,1.9,5.2,4.6,11,82.7,-4.6,-
jissitu,nen,対前年（同期・同月）実質増加率_平成25年(速報),2013,,-,-,-,-,1.4,-0.1,0.2,-32.6,25.2,10.9,-0.5,0,51.8,-0.7,2.8,-0.4,10.2,-1.6,9.7,-0.5,1.8,1.1,-64.8,6.1,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成24年10～12月,2012,10～12,-,-,-,-,-13.4,-14.3,1.1,-70.5,92.3,-37.1,-14.8,-14.9,60.6,-15.9,2,-0.2,48.8,5.8,1.3,2.7,-3.2,0.4,169.7,-3.7,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成25年1～3月,2013,1～3,-,-,-,-,-6.4,-6.9,-48.2,-70.8,-23.8,-22.4,2.1,1.5,9.9,-9.6,5.4,-1.3,17.3,-1.1,22.2,9.4,-1.8,32.8,-74.1,16,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成25年4～6月,2013,4～6,-,-,-,-,0.2,-5.4,-51.4,-68.6,-25.1,-5,-1,1.6,268.8,-3,0.7,1.1,5.5,-8,18.7,4.2,11.6,-5.4,-63.9,-1,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成25年7～9月,2013,7～9,-,-,-,-,-4.6,-3.3,43.5,9.4,66,29.5,-10.6,-7.2,-31.1,-11.2,7.1,3.2,1.9,7.6,22.3,0,-6,-5,-68.3,19.4,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成25年10～12月,2013,10～12,-,-,-,-,11.2,12,79.8,177.8,60.7,75.4,4.2,1.5,-23.6,13.8,-1.9,-4.4,19.9,-2.4,-14.8,-12.4,4.6,-11.7,-46.3,-6.8,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成24年12月,2012,12,-,-,-,-,-17.1,-17.5,-16.6,-85.7,116,-66.8,-16.5,-17,21.6,-19,0.1,-2.3,21.9,8.6,8.8,3.5,6.4,-0.1,-67.9,13.5,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成25年1月,2013,1,-,-,-,-,-27.4,-37.8,-43.8,-76.9,8.6,-44,-23.9,-40.2,99.1,-50.6,6.4,-2.7,11.6,2.8,17.4,7.9,6.9,37.1,-66.2,30.6,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成25年2月,2013,2,-,-,-,-,-0.7,0.2,-47.2,-60.1,-37.5,11.6,3.6,3.9,-61.2,-2.3,0.8,-3.3,14.8,0,23.1,22.5,-22,19.1,-71.6,14.8,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成25年3月,2013,3,-,-,-,-,-26,-30.9,-54.1,-73.7,-31.9,-20.7,-4.6,-14.6,24.9,-35,8.9,1.8,24.2,-6,25.3,0.4,13.1,40.7,-86.8,5.5,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成25年4月,2013,4,-,-,-,-,-3.2,-4.6,-61.6,-69.1,-47.8,1.3,-0.9,0.4,74,-6.3,4,1.8,35.2,-8.8,-5.9,7.6,37,-19.2,-52.7,21.9,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成25年5月,2013,5,-,-,-,-,-27.1,-33.6,-56.9,-69,-41.9,-42.6,21.6,66.5,17,-113.5,-9.6,-1.4,-23.6,-8,58.3,12,-6.5,-15.2,-95.4,-14.2,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成25年6月,2013,6,-,-,-,-,7,-2.9,-36.5,-67.7,11.5,58.3,-1.6,1.7,-,4.9,10.2,2.9,57,-6.5,8.2,-5.1,12.1,26,-67.2,-5.5,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成25年7月,2013,7,-,-,-,-,-25.7,-26.9,22.9,-14.3,64.9,28.4,-65.5,-34.7,-11.3,-85.7,20.4,3,92.9,6.9,20.3,-8.9,-9.3,15.2,105.4,12.3,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成25年8月,2013,8,-,-,-,-,-4.1,-2.4,67.9,20.3,96.5,0.9,-5.5,-5.9,-57.3,-5,-12.1,4.6,-57.1,3.1,45.9,-5.5,-9.7,-42.6,199.1,6.4,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成25年9月,2013,9,-,-,-,-,16.9,19.6,39.3,28.8,44.2,79.2,-31.8,-28.1,2,-25.4,17.5,2.1,96.3,13.2,-2.7,23.8,1.6,25.2,-88.4,39.9,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成25年10月,2013,10,-,-,-,-,11.9,11.7,98.7,124.5,92.5,36,6.7,6.3,38.2,15.7,-4.9,-2.1,15.4,-2.9,-6.3,-9.3,13.9,-21.3,-75.7,1.6,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成25年11月,2013,11,-,-,-,-,22.4,37.9,71.7,68.8,72.5,48.3,-16.5,-73.9,-39.3,31.5,5.6,-3.7,58.5,5.9,-0.6,-11.4,-1.5,-9.7,471.6,-8.7,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成25年12月,2013,12,-,-,-,-,9.2,9.9,73.8,373,35.9,204.4,2.7,-0.9,-30.9,10.4,-5.1,-6.9,4.6,-8.3,-30.4,-16.8,1.4,-4.5,498.2,-14.6,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成25年12月,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
主要指標３　―無職世帯―,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
